split,pinball_q05,pinball_q50,pinball_q95,coverage_90,sharpness_bp,rmse_q50_bp,mae_q50_bp,dir_acc_q50,Q_bp
test_pre_CQR,0.43204566836357117,1.5466184616088867,0.4373253881931305,0.9002976190476191,12.343855857849121,4.169856071472168,3.0932369232177734,0.6515837104072398,0.788069486618042
test_post_CQR,0.43908926844596863,1.5466184616088867,0.44197019934654236,0.9300595238095238,13.919994354248047,4.169856071472168,3.0932369232177734,0.6515837104072398,0.788069486618042
