date,variable,value
2017-01-11,kospi,2075.169921875
2017-01-12,kospi,2087.139892578125
2017-01-13,kospi,2076.7900390625
2017-01-16,kospi,2064.169921875
2017-01-17,kospi,2071.8701171875
2017-01-18,kospi,2070.5400390625
2017-01-19,kospi,2072.7900390625
2017-01-20,kospi,2065.610107421875
2017-01-23,kospi,2065.989990234375
2017-01-24,kospi,2065.760009765625
2017-01-25,kospi,2066.93994140625
2017-01-26,kospi,2083.590087890625
2017-01-31,kospi,2067.570068359375
2017-02-01,kospi,2080.47998046875
2017-02-02,kospi,2071.010009765625
2017-02-03,kospi,2073.159912109375
2017-02-06,kospi,2077.659912109375
2017-02-07,kospi,2075.2099609375
2017-02-08,kospi,2065.080078125
2017-02-09,kospi,2065.8798828125
2017-02-10,kospi,2075.080078125
2017-02-13,kospi,2078.64990234375
2017-02-14,kospi,2074.570068359375
2017-02-15,kospi,2083.860107421875
2017-02-16,kospi,2081.840087890625
2017-02-17,kospi,2080.580078125
2017-02-20,kospi,2084.389892578125
2017-02-21,kospi,2102.929931640625
2017-02-22,kospi,2106.610107421875
2017-02-23,kospi,2107.6298828125
2017-02-24,kospi,2094.1201171875
2017-02-27,kospi,2085.52001953125
2017-02-28,kospi,2091.639892578125
2017-03-02,kospi,2102.64990234375
2017-03-03,kospi,2078.75
2017-03-06,kospi,2081.360107421875
2017-03-07,kospi,2094.050048828125
2017-03-08,kospi,2095.409912109375
2017-03-09,kospi,2091.06005859375
2017-03-10,kospi,2097.35009765625
2017-03-13,kospi,2117.590087890625
2017-03-14,kospi,2133.780029296875
2017-03-15,kospi,2133.0
2017-03-16,kospi,2150.080078125
2017-03-17,kospi,2164.580078125
2017-03-20,kospi,2157.010009765625
2017-03-21,kospi,2178.3798828125
2017-03-22,kospi,2168.300048828125
2017-03-23,kospi,2172.719970703125
2017-03-24,kospi,2168.949951171875
2017-03-27,kospi,2155.659912109375
2017-03-28,kospi,2163.31005859375
2017-03-29,kospi,2166.97998046875
2017-03-30,kospi,2164.639892578125
2017-03-31,kospi,2160.22998046875
2017-04-03,kospi,2167.510009765625
2017-04-04,kospi,2161.10009765625
2017-04-05,kospi,2160.85009765625
2017-04-06,kospi,2152.75
2017-04-07,kospi,2151.72998046875
2017-04-10,kospi,2133.320068359375
2017-04-11,kospi,2123.85009765625
2017-04-12,kospi,2128.909912109375
2017-04-13,kospi,2148.610107421875
2017-04-14,kospi,2134.8798828125
2017-04-17,kospi,2145.760009765625
2017-04-18,kospi,2148.4599609375
2017-04-19,kospi,2138.39990234375
2017-04-20,kospi,2149.14990234375
2017-04-21,kospi,2165.0400390625
2017-04-24,kospi,2173.739990234375
2017-04-25,kospi,2196.85009765625
2017-04-26,kospi,2207.840087890625
2017-04-27,kospi,2209.4599609375
2017-04-28,kospi,2205.43994140625
2017-05-02,kospi,2219.669921875
2017-05-04,kospi,2241.239990234375
2017-05-08,kospi,2292.760009765625
2017-05-10,kospi,2270.1201171875
2017-05-11,kospi,2296.3701171875
2017-05-12,kospi,2286.02001953125
2017-05-15,kospi,2290.64990234375
2017-05-16,kospi,2295.330078125
2017-05-17,kospi,2293.080078125
2017-05-18,kospi,2286.820068359375
2017-05-19,kospi,2288.47998046875
2017-05-22,kospi,2304.030029296875
2017-05-23,kospi,2311.739990234375
2017-05-24,kospi,2317.340087890625
2017-05-25,kospi,2342.929931640625
2017-05-26,kospi,2355.300048828125
2017-05-29,kospi,2352.969970703125
2017-05-30,kospi,2343.679931640625
2017-05-31,kospi,2347.3798828125
2017-06-01,kospi,2344.610107421875
2017-06-02,kospi,2371.719970703125
2017-06-05,kospi,2368.6201171875
2017-06-07,kospi,2360.139892578125
2017-06-08,kospi,2363.570068359375
2017-06-09,kospi,2381.68994140625
2017-06-12,kospi,2357.8701171875
2017-06-13,kospi,2374.699951171875
2017-06-14,kospi,2372.639892578125
2017-06-15,kospi,2361.64990234375
2017-06-16,kospi,2361.830078125
2017-06-19,kospi,2370.89990234375
2017-06-20,kospi,2369.22998046875
2017-06-21,kospi,2357.530029296875
2017-06-22,kospi,2370.3701171875
2017-06-23,kospi,2378.60009765625
2017-06-26,kospi,2388.659912109375
2017-06-27,kospi,2391.949951171875
2017-06-28,kospi,2382.56005859375
2017-06-29,kospi,2395.659912109375
2017-06-30,kospi,2391.7900390625
2017-07-03,kospi,2394.47998046875
2017-07-04,kospi,2380.52001953125
2017-07-05,kospi,2388.35009765625
2017-07-06,kospi,2387.81005859375
2017-07-07,kospi,2379.8701171875
2017-07-10,kospi,2382.10009765625
2017-07-11,kospi,2396.0
2017-07-12,kospi,2391.77001953125
2017-07-13,kospi,2409.489990234375
2017-07-14,kospi,2414.6298828125
2017-07-17,kospi,2425.10009765625
2017-07-18,kospi,2426.0400390625
2017-07-19,kospi,2429.93994140625
2017-07-20,kospi,2441.840087890625
2017-07-21,kospi,2450.06005859375
2017-07-24,kospi,2451.530029296875
2017-07-25,kospi,2439.89990234375
2017-07-26,kospi,2434.510009765625
2017-07-27,kospi,2443.239990234375
2017-07-28,kospi,2400.989990234375
2017-07-31,kospi,2402.7099609375
2017-08-01,kospi,2422.9599609375
2017-08-02,kospi,2427.6298828125
2017-08-03,kospi,2386.85009765625
2017-08-04,kospi,2395.449951171875
2017-08-07,kospi,2398.75
2017-08-08,kospi,2394.72998046875
2017-08-09,kospi,2368.389892578125
2017-08-10,kospi,2359.469970703125
2017-08-11,kospi,2319.7099609375
2017-08-14,kospi,2334.219970703125
2017-08-16,kospi,2348.260009765625
2017-08-17,kospi,2361.669921875
2017-08-18,kospi,2358.3701171875
2017-08-21,kospi,2355.0
2017-08-22,kospi,2365.330078125
2017-08-23,kospi,2366.39990234375
2017-08-24,kospi,2375.840087890625
2017-08-25,kospi,2378.510009765625
2017-08-28,kospi,2370.300048828125
2017-08-29,kospi,2364.739990234375
2017-08-30,kospi,2372.2900390625
2017-08-31,kospi,2363.18994140625
2017-09-01,kospi,2357.68994140625
2017-09-04,kospi,2329.64990234375
2017-09-05,kospi,2326.6201171875
2017-09-06,kospi,2319.820068359375
2017-09-07,kospi,2346.18994140625
2017-09-08,kospi,2343.719970703125
2017-09-11,kospi,2359.080078125
2017-09-12,kospi,2365.469970703125
2017-09-13,kospi,2360.179931640625
2017-09-14,kospi,2377.659912109375
2017-09-15,kospi,2386.070068359375
2017-09-18,kospi,2418.2099609375
2017-09-19,kospi,2416.050048828125
2017-09-20,kospi,2412.199951171875
2017-09-21,kospi,2406.5
2017-09-25,kospi,2380.39990234375
2017-09-26,kospi,2374.320068359375
2017-09-27,kospi,2372.570068359375
2017-09-28,kospi,2373.139892578125
2017-09-29,kospi,2394.469970703125
2017-10-10,kospi,2433.81005859375
2017-10-11,kospi,2458.159912109375
2017-10-12,kospi,2474.760009765625
2017-10-13,kospi,2473.6201171875
2017-10-16,kospi,2480.050048828125
2017-10-17,kospi,2484.3701171875
2017-10-18,kospi,2482.909912109375
2017-10-19,kospi,2473.06005859375
2017-10-20,kospi,2489.5400390625
2017-10-23,kospi,2490.050048828125
2017-10-24,kospi,2490.489990234375
2017-10-25,kospi,2492.5
2017-10-26,kospi,2480.6298828125
2017-10-27,kospi,2496.6298828125
2017-10-30,kospi,2501.929931640625
2017-10-31,kospi,2523.429931640625
2017-11-01,kospi,2556.469970703125
2017-11-02,kospi,2546.360107421875
2017-11-03,kospi,2557.969970703125
2017-11-06,kospi,2549.409912109375
2017-11-07,kospi,2545.43994140625
2017-11-08,kospi,2552.39990234375
2017-11-09,kospi,2550.570068359375
2017-11-10,kospi,2542.949951171875
2017-11-13,kospi,2530.35009765625
2017-11-14,kospi,2526.639892578125
2017-11-15,kospi,2518.25
2017-11-16,kospi,2534.7900390625
2017-11-17,kospi,2533.989990234375
2017-11-20,kospi,2527.669921875
2017-11-21,kospi,2530.699951171875
2017-11-22,kospi,2540.510009765625
2017-11-23,kospi,2537.14990234375
2017-11-24,kospi,2544.330078125
2017-11-27,kospi,2507.81005859375
2017-11-28,kospi,2514.18994140625
2017-11-29,kospi,2512.89990234375
2017-11-30,kospi,2476.3701171875
2017-12-01,kospi,2475.409912109375
2017-12-04,kospi,2501.669921875
2017-12-05,kospi,2510.1201171875
2017-12-06,kospi,2474.3701171875
2017-12-07,kospi,2461.97998046875
2017-12-08,kospi,2464.0
2017-12-11,kospi,2471.489990234375
2017-12-12,kospi,2461.0
2017-12-13,kospi,2480.550048828125
2017-12-14,kospi,2469.47998046875
2017-12-15,kospi,2482.070068359375
2017-12-18,kospi,2481.8798828125
2017-12-19,kospi,2478.530029296875
2017-12-21,kospi,2429.830078125
2017-12-22,kospi,2440.5400390625
2017-12-26,kospi,2427.340087890625
2017-12-27,kospi,2436.669921875
2017-12-28,kospi,2467.489990234375
2018-01-02,kospi,2479.64990234375
2018-01-03,kospi,2486.35009765625
2018-01-04,kospi,2466.4599609375
2018-01-05,kospi,2497.52001953125
2018-01-08,kospi,2513.280029296875
2018-01-09,kospi,2510.22998046875
2018-01-10,kospi,2499.75
2018-01-11,kospi,2487.909912109375
2018-01-12,kospi,2496.419921875
2018-01-15,kospi,2503.72998046875
2018-01-16,kospi,2521.739990234375
2018-01-17,kospi,2515.429931640625
2018-01-18,kospi,2515.81005859375
2018-01-19,kospi,2520.260009765625
2018-01-22,kospi,2502.110107421875
2018-01-23,kospi,2536.60009765625
2018-01-24,kospi,2538.0
2018-01-25,kospi,2562.22998046875
2018-01-26,kospi,2574.760009765625
2018-01-29,kospi,2598.18994140625
2018-01-30,kospi,2567.739990234375
2018-01-31,kospi,2566.4599609375
2018-02-01,kospi,2568.5400390625
2018-02-02,kospi,2525.389892578125
2018-02-05,kospi,2491.75
2018-02-06,kospi,2453.31005859375
2018-02-07,kospi,2396.56005859375
2018-02-08,kospi,2407.6201171875
2018-02-09,kospi,2363.77001953125
2018-02-12,kospi,2385.3798828125
2018-02-13,kospi,2395.18994140625
2018-02-14,kospi,2421.830078125
2018-02-19,kospi,2442.820068359375
2018-02-20,kospi,2415.1201171875
2018-02-21,kospi,2429.64990234375
2018-02-22,kospi,2414.280029296875
2018-02-23,kospi,2451.52001953125
2018-02-26,kospi,2457.64990234375
2018-02-27,kospi,2456.139892578125
2018-02-28,kospi,2427.360107421875
2018-03-02,kospi,2402.159912109375
2018-03-05,kospi,2375.06005859375
2018-03-06,kospi,2411.409912109375
2018-03-07,kospi,2401.820068359375
2018-03-08,kospi,2433.080078125
2018-03-09,kospi,2459.449951171875
2018-03-12,kospi,2484.1201171875
2018-03-13,kospi,2494.489990234375
2018-03-14,kospi,2486.080078125
2018-03-15,kospi,2492.3798828125
2018-03-16,kospi,2493.969970703125
2018-03-19,kospi,2475.030029296875
2018-03-20,kospi,2485.52001953125
2018-03-21,kospi,2484.969970703125
2018-03-22,kospi,2496.02001953125
2018-03-23,kospi,2416.760009765625
2018-03-26,kospi,2437.080078125
2018-03-27,kospi,2452.06005859375
2018-03-28,kospi,2419.2900390625
2018-03-29,kospi,2436.3701171875
2018-03-30,kospi,2445.85009765625
2018-04-02,kospi,2444.159912109375
2018-04-03,kospi,2442.429931640625
2018-04-04,kospi,2408.06005859375
2018-04-05,kospi,2437.52001953125
2018-04-06,kospi,2429.580078125
2018-04-09,kospi,2444.080078125
2018-04-10,kospi,2450.739990234375
2018-04-11,kospi,2444.219970703125
2018-04-12,kospi,2442.7099609375
2018-04-13,kospi,2455.070068359375
2018-04-16,kospi,2457.489990234375
2018-04-17,kospi,2453.77001953125
2018-04-18,kospi,2479.97998046875
2018-04-19,kospi,2486.10009765625
2018-04-20,kospi,2476.330078125
2018-04-23,kospi,2474.110107421875
2018-04-24,kospi,2464.139892578125
2018-04-25,kospi,2448.81005859375
2018-04-26,kospi,2475.639892578125
2018-04-27,kospi,2492.39990234375
2018-04-30,kospi,2515.3798828125
2018-05-02,kospi,2505.610107421875
2018-05-03,kospi,2487.25
2018-05-04,kospi,2461.3798828125
2018-05-08,kospi,2449.81005859375
2018-05-09,kospi,2443.97998046875
2018-05-10,kospi,2464.159912109375
2018-05-11,kospi,2477.7099609375
2018-05-14,kospi,2476.110107421875
2018-05-15,kospi,2458.5400390625
2018-05-16,kospi,2459.820068359375
2018-05-17,kospi,2448.449951171875
2018-05-18,kospi,2460.64990234375
2018-05-21,kospi,2465.570068359375
2018-05-23,kospi,2471.909912109375
2018-05-24,kospi,2466.010009765625
2018-05-25,kospi,2460.800048828125
2018-05-28,kospi,2478.9599609375
2018-05-29,kospi,2457.25
2018-05-30,kospi,2409.030029296875
2018-05-31,kospi,2423.010009765625
2018-06-01,kospi,2438.9599609375
2018-06-04,kospi,2447.760009765625
2018-06-05,kospi,2453.760009765625
2018-06-07,kospi,2470.580078125
2018-06-08,kospi,2451.580078125
2018-06-11,kospi,2470.14990234375
2018-06-12,kospi,2468.830078125
2018-06-14,kospi,2423.47998046875
2018-06-15,kospi,2404.0400390625
2018-06-18,kospi,2376.239990234375
2018-06-19,kospi,2340.110107421875
2018-06-20,kospi,2363.909912109375
2018-06-21,kospi,2337.830078125
2018-06-22,kospi,2357.219970703125
2018-06-25,kospi,2357.8798828125
2018-06-26,kospi,2350.919921875
2018-06-27,kospi,2342.030029296875
2018-06-28,kospi,2314.239990234375
2018-06-29,kospi,2326.1298828125
2018-07-02,kospi,2271.5400390625
2018-07-03,kospi,2272.760009765625
2018-07-04,kospi,2265.4599609375
2018-07-05,kospi,2257.550048828125
2018-07-06,kospi,2272.8701171875
2018-07-09,kospi,2285.800048828125
2018-07-10,kospi,2294.159912109375
2018-07-11,kospi,2280.6201171875
2018-07-12,kospi,2285.06005859375
2018-07-13,kospi,2310.89990234375
2018-07-16,kospi,2301.989990234375
2018-07-17,kospi,2297.919921875
2018-07-18,kospi,2290.110107421875
2018-07-19,kospi,2282.2900390625
2018-07-20,kospi,2289.18994140625
2018-07-23,kospi,2269.31005859375
2018-07-24,kospi,2280.199951171875
2018-07-25,kospi,2273.030029296875
2018-07-26,kospi,2289.06005859375
2018-07-27,kospi,2294.989990234375
2018-07-30,kospi,2293.510009765625
2018-07-31,kospi,2295.260009765625
2018-08-01,kospi,2307.070068359375
2018-08-02,kospi,2270.199951171875
2018-08-03,kospi,2287.679931640625
2018-08-06,kospi,2286.5
2018-08-07,kospi,2300.159912109375
2018-08-08,kospi,2301.449951171875
2018-08-09,kospi,2303.7099609375
2018-08-10,kospi,2282.7900390625
2018-08-13,kospi,2248.449951171875
2018-08-14,kospi,2258.909912109375
2018-08-16,kospi,2240.800048828125
2018-08-17,kospi,2247.050048828125
2018-08-20,kospi,2247.8798828125
2018-08-21,kospi,2270.06005859375
2018-08-22,kospi,2273.330078125
2018-08-23,kospi,2282.60009765625
2018-08-24,kospi,2293.2099609375
2018-08-27,kospi,2299.300048828125
2018-08-28,kospi,2303.1201171875
2018-08-29,kospi,2309.030029296875
2018-08-30,kospi,2307.35009765625
2018-08-31,kospi,2322.8798828125
2018-09-03,kospi,2307.030029296875
2018-09-04,kospi,2315.719970703125
2018-09-05,kospi,2291.77001953125
2018-09-06,kospi,2287.610107421875
2018-09-07,kospi,2281.580078125
2018-09-10,kospi,2288.659912109375
2018-09-11,kospi,2283.199951171875
2018-09-12,kospi,2282.919921875
2018-09-13,kospi,2286.22998046875
2018-09-14,kospi,2318.25
2018-09-17,kospi,2303.010009765625
2018-09-18,kospi,2308.97998046875
2018-09-19,kospi,2308.4599609375
2018-09-20,kospi,2323.449951171875
2018-09-21,kospi,2339.169921875
2018-09-27,kospi,2355.429931640625
2018-09-28,kospi,2343.070068359375
2018-10-01,kospi,2338.8798828125
2018-10-02,kospi,2309.570068359375
2018-10-04,kospi,2274.489990234375
2018-10-05,kospi,2267.52001953125
2018-10-08,kospi,2253.830078125
2018-10-10,kospi,2228.610107421875
2018-10-11,kospi,2129.669921875
2018-10-12,kospi,2161.85009765625
2018-10-15,kospi,2145.1201171875
2018-10-16,kospi,2145.1201171875
2018-10-17,kospi,2167.510009765625
2018-10-18,kospi,2148.31005859375
2018-10-19,kospi,2156.260009765625
2018-10-22,kospi,2161.7099609375
2018-10-23,kospi,2106.10009765625
2018-10-24,kospi,2097.580078125
2018-10-25,kospi,2063.300048828125
2018-10-26,kospi,2027.1500244140625
2018-10-29,kospi,1996.050048828125
2018-10-30,kospi,2014.68994140625
2018-10-31,kospi,2029.68994140625
2018-11-01,kospi,2024.4599609375
2018-11-02,kospi,2096.0
2018-11-05,kospi,2076.919921875
2018-11-06,kospi,2089.6201171875
2018-11-07,kospi,2078.68994140625
2018-11-08,kospi,2092.6298828125
2018-11-09,kospi,2086.090087890625
2018-11-12,kospi,2080.43994140625
2018-11-13,kospi,2071.22998046875
2018-11-14,kospi,2068.050048828125
2018-11-15,kospi,2088.06005859375
2018-11-16,kospi,2092.39990234375
2018-11-19,kospi,2100.56005859375
2018-11-20,kospi,2082.580078125
2018-11-21,kospi,2076.550048828125
2018-11-22,kospi,2069.949951171875
2018-11-23,kospi,2057.47998046875
2018-11-26,kospi,2083.02001953125
2018-11-27,kospi,2099.419921875
2018-11-28,kospi,2108.219970703125
2018-11-29,kospi,2114.10009765625
2018-11-30,kospi,2096.860107421875
2018-12-03,kospi,2131.929931640625
2018-12-04,kospi,2114.35009765625
2018-12-05,kospi,2101.31005859375
2018-12-06,kospi,2068.68994140625
2018-12-07,kospi,2075.760009765625
2018-12-10,kospi,2053.7900390625
2018-12-11,kospi,2052.969970703125
2018-12-12,kospi,2082.570068359375
2018-12-13,kospi,2095.550048828125
2018-12-14,kospi,2069.3798828125
2018-12-17,kospi,2071.090087890625
2018-12-18,kospi,2062.110107421875
2018-12-19,kospi,2078.840087890625
2018-12-20,kospi,2060.1201171875
2018-12-21,kospi,2061.489990234375
2018-12-24,kospi,2055.010009765625
2018-12-26,kospi,2028.010009765625
2018-12-27,kospi,2028.43994140625
2018-12-28,kospi,2041.0400390625
2019-01-02,kospi,2010.0
2019-01-03,kospi,1993.699951171875
2019-01-04,kospi,2010.25
2019-01-07,kospi,2037.0999755859375
2019-01-08,kospi,2025.27001953125
2019-01-09,kospi,2064.7099609375
2019-01-10,kospi,2063.280029296875
2019-01-11,kospi,2075.570068359375
2019-01-14,kospi,2064.52001953125
2019-01-15,kospi,2097.179931640625
2019-01-16,kospi,2106.10009765625
2019-01-17,kospi,2107.06005859375
2019-01-18,kospi,2124.280029296875
2019-01-21,kospi,2124.610107421875
2019-01-22,kospi,2117.77001953125
2019-01-23,kospi,2127.780029296875
2019-01-24,kospi,2145.030029296875
2019-01-25,kospi,2177.72998046875
2019-01-28,kospi,2177.300048828125
2019-01-29,kospi,2183.360107421875
2019-01-30,kospi,2206.199951171875
2019-01-31,kospi,2204.85009765625
2019-02-01,kospi,2203.4599609375
2019-02-07,kospi,2203.419921875
2019-02-08,kospi,2177.050048828125
2019-02-11,kospi,2180.72998046875
2019-02-12,kospi,2190.469970703125
2019-02-13,kospi,2201.47998046875
2019-02-14,kospi,2225.85009765625
2019-02-15,kospi,2196.090087890625
2019-02-18,kospi,2210.889892578125
2019-02-19,kospi,2205.6298828125
2019-02-20,kospi,2229.760009765625
2019-02-21,kospi,2228.659912109375
2019-02-22,kospi,2230.5
2019-02-25,kospi,2232.56005859375
2019-02-26,kospi,2226.60009765625
2019-02-27,kospi,2234.7900390625
2019-02-28,kospi,2195.43994140625
2019-03-04,kospi,2190.659912109375
2019-03-05,kospi,2179.22998046875
2019-03-06,kospi,2175.60009765625
2019-03-07,kospi,2165.7900390625
2019-03-08,kospi,2137.43994140625
2019-03-11,kospi,2138.10009765625
2019-03-12,kospi,2157.179931640625
2019-03-13,kospi,2148.409912109375
2019-03-14,kospi,2155.679931640625
2019-03-15,kospi,2176.110107421875
2019-03-18,kospi,2179.489990234375
2019-03-19,kospi,2177.6201171875
2019-03-20,kospi,2177.10009765625
2019-03-21,kospi,2184.8798828125
2019-03-22,kospi,2186.949951171875
2019-03-25,kospi,2144.860107421875
2019-03-26,kospi,2148.800048828125
2019-03-27,kospi,2145.6201171875
2019-03-28,kospi,2128.10009765625
2019-03-29,kospi,2140.669921875
2019-04-01,kospi,2168.280029296875
2019-04-02,kospi,2177.179931640625
2019-04-03,kospi,2203.27001953125
2019-04-04,kospi,2206.530029296875
2019-04-05,kospi,2209.610107421875
2019-04-08,kospi,2210.60009765625
2019-04-09,kospi,2213.56005859375
2019-04-10,kospi,2224.389892578125
2019-04-11,kospi,2224.43994140625
2019-04-12,kospi,2233.449951171875
2019-04-15,kospi,2242.8798828125
2019-04-16,kospi,2248.6298828125
2019-04-17,kospi,2245.889892578125
2019-04-18,kospi,2213.77001953125
2019-04-19,kospi,2216.14990234375
2019-04-22,kospi,2216.64990234375
2019-04-23,kospi,2220.510009765625
2019-04-24,kospi,2201.030029296875
2019-04-25,kospi,2190.5
2019-04-26,kospi,2179.31005859375
2019-04-29,kospi,2216.429931640625
2019-04-30,kospi,2203.590087890625
2019-05-02,kospi,2212.75
2019-05-03,kospi,2196.320068359375
2019-05-07,kospi,2176.989990234375
2019-05-08,kospi,2168.010009765625
2019-05-09,kospi,2102.010009765625
2019-05-10,kospi,2108.0400390625
2019-05-13,kospi,2079.010009765625
2019-05-14,kospi,2081.840087890625
2019-05-15,kospi,2092.780029296875
2019-05-16,kospi,2067.68994140625
2019-05-17,kospi,2055.800048828125
2019-05-20,kospi,2055.7099609375
2019-05-21,kospi,2061.25
2019-05-22,kospi,2064.860107421875
2019-05-23,kospi,2059.590087890625
2019-05-24,kospi,2045.31005859375
2019-05-27,kospi,2044.2099609375
2019-05-28,kospi,2048.830078125
2019-05-29,kospi,2023.3199462890625
2019-05-30,kospi,2038.800048828125
2019-05-31,kospi,2041.739990234375
2019-06-03,kospi,2067.85009765625
2019-06-04,kospi,2066.969970703125
2019-06-05,kospi,2069.110107421875
2019-06-07,kospi,2072.330078125
2019-06-10,kospi,2099.489990234375
2019-06-11,kospi,2111.81005859375
2019-06-12,kospi,2108.75
2019-06-13,kospi,2103.14990234375
2019-06-14,kospi,2095.409912109375
2019-06-17,kospi,2090.72998046875
2019-06-18,kospi,2098.7099609375
2019-06-19,kospi,2124.780029296875
2019-06-20,kospi,2131.2900390625
2019-06-21,kospi,2125.6201171875
2019-06-24,kospi,2126.330078125
2019-06-25,kospi,2121.639892578125
2019-06-26,kospi,2121.85009765625
2019-06-27,kospi,2134.320068359375
2019-06-28,kospi,2130.6201171875
2019-07-01,kospi,2129.739990234375
2019-07-02,kospi,2122.02001953125
2019-07-03,kospi,2096.02001953125
2019-07-04,kospi,2108.72998046875
2019-07-05,kospi,2110.590087890625
2019-07-08,kospi,2064.169921875
2019-07-09,kospi,2052.030029296875
2019-07-10,kospi,2058.780029296875
2019-07-11,kospi,2080.580078125
2019-07-12,kospi,2086.659912109375
2019-07-15,kospi,2082.47998046875
2019-07-16,kospi,2091.8701171875
2019-07-17,kospi,2072.919921875
2019-07-18,kospi,2066.550048828125
2019-07-19,kospi,2094.360107421875
2019-07-22,kospi,2093.340087890625
2019-07-23,kospi,2101.449951171875
2019-07-24,kospi,2082.300048828125
2019-07-25,kospi,2074.47998046875
2019-07-26,kospi,2066.260009765625
2019-07-29,kospi,2029.47998046875
2019-07-30,kospi,2038.6800537109375
2019-07-31,kospi,2024.550048828125
2019-08-01,kospi,2017.3399658203125
2019-08-02,kospi,1998.1300048828125
2019-08-05,kospi,1946.97998046875
2019-08-06,kospi,1917.5
2019-08-07,kospi,1909.7099609375
2019-08-08,kospi,1920.6099853515625
2019-08-09,kospi,1937.75
2019-08-12,kospi,1942.2900390625
2019-08-13,kospi,1925.8299560546875
2019-08-14,kospi,1938.3699951171875
2019-08-16,kospi,1927.1700439453125
2019-08-19,kospi,1939.9000244140625
2019-08-20,kospi,1960.25
2019-08-21,kospi,1964.6500244140625
2019-08-22,kospi,1951.010009765625
2019-08-23,kospi,1948.300048828125
2019-08-26,kospi,1916.31005859375
2019-08-27,kospi,1924.5999755859375
2019-08-28,kospi,1941.0899658203125
2019-08-29,kospi,1933.4100341796875
2019-08-30,kospi,1967.7900390625
2019-09-02,kospi,1969.18994140625
2019-09-03,kospi,1965.68994140625
2019-09-04,kospi,1988.530029296875
2019-09-05,kospi,2004.75
2019-09-06,kospi,2009.1300048828125
2019-09-09,kospi,2019.550048828125
2019-09-10,kospi,2032.0799560546875
2019-09-11,kospi,2049.199951171875
2019-09-16,kospi,2062.219970703125
2019-09-17,kospi,2062.330078125
2019-09-18,kospi,2070.72998046875
2019-09-19,kospi,2080.35009765625
2019-09-20,kospi,2091.52001953125
2019-09-23,kospi,2091.699951171875
2019-09-24,kospi,2101.0400390625
2019-09-25,kospi,2073.389892578125
2019-09-26,kospi,2074.52001953125
2019-09-27,kospi,2049.929931640625
2019-09-30,kospi,2063.050048828125
2019-10-01,kospi,2072.419921875
2019-10-02,kospi,2031.9100341796875
2019-10-04,kospi,2020.68994140625
2019-10-07,kospi,2021.72998046875
2019-10-08,kospi,2046.25
2019-10-10,kospi,2028.1500244140625
2019-10-11,kospi,2044.6099853515625
2019-10-14,kospi,2067.39990234375
2019-10-15,kospi,2068.169921875
2019-10-16,kospi,2082.830078125
2019-10-17,kospi,2077.93994140625
2019-10-18,kospi,2060.68994140625
2019-10-21,kospi,2064.840087890625
2019-10-22,kospi,2088.860107421875
2019-10-23,kospi,2080.6201171875
2019-10-24,kospi,2085.659912109375
2019-10-25,kospi,2087.889892578125
2019-10-28,kospi,2093.60009765625
2019-10-29,kospi,2092.68994140625
2019-10-30,kospi,2080.27001953125
2019-10-31,kospi,2083.47998046875
2019-11-01,kospi,2100.199951171875
2019-11-04,kospi,2130.239990234375
2019-11-05,kospi,2142.639892578125
2019-11-06,kospi,2144.14990234375
2019-11-07,kospi,2144.2900390625
2019-11-08,kospi,2137.22998046875
2019-11-11,kospi,2124.090087890625
2019-11-12,kospi,2140.919921875
2019-11-13,kospi,2122.449951171875
2019-11-14,kospi,2139.22998046875
2019-11-15,kospi,2162.179931640625
2019-11-18,kospi,2160.68994140625
2019-11-19,kospi,2153.239990234375
2019-11-20,kospi,2125.320068359375
2019-11-21,kospi,2096.60009765625
2019-11-22,kospi,2101.9599609375
2019-11-25,kospi,2123.5
2019-11-26,kospi,2121.35009765625
2019-11-27,kospi,2127.85009765625
2019-11-28,kospi,2118.60009765625
2019-11-29,kospi,2087.9599609375
2019-12-02,kospi,2091.919921875
2019-12-03,kospi,2084.070068359375
2019-12-04,kospi,2068.889892578125
2019-12-05,kospi,2060.739990234375
2019-12-06,kospi,2081.85009765625
2019-12-09,kospi,2088.64990234375
2019-12-10,kospi,2098.0
2019-12-11,kospi,2105.6201171875
2019-12-12,kospi,2137.35009765625
2019-12-13,kospi,2170.25
2019-12-16,kospi,2168.14990234375
2019-12-17,kospi,2195.679931640625
2019-12-18,kospi,2194.760009765625
2019-12-19,kospi,2196.56005859375
2019-12-20,kospi,2204.179931640625
2019-12-23,kospi,2203.7099609375
2019-12-24,kospi,2190.080078125
2019-12-26,kospi,2197.929931640625
2019-12-27,kospi,2204.2099609375
2019-12-30,kospi,2197.669921875
2020-01-02,kospi,2175.169921875
2020-01-03,kospi,2176.4599609375
2020-01-06,kospi,2155.070068359375
2020-01-07,kospi,2175.5400390625
2020-01-08,kospi,2151.31005859375
2020-01-09,kospi,2186.449951171875
2020-01-10,kospi,2206.389892578125
2020-01-13,kospi,2229.260009765625
2020-01-14,kospi,2238.8798828125
2020-01-15,kospi,2230.97998046875
2020-01-16,kospi,2248.050048828125
2020-01-17,kospi,2250.570068359375
2020-01-20,kospi,2262.639892578125
2020-01-21,kospi,2239.68994140625
2020-01-22,kospi,2267.25
2020-01-23,kospi,2246.1298828125
2020-01-28,kospi,2176.719970703125
2020-01-29,kospi,2185.280029296875
2020-01-30,kospi,2148.0
2020-01-31,kospi,2119.010009765625
