date,variable,value
2011-02-21,kospi,2005.300048828125
2011-02-22,kospi,1969.9200439453125
2011-02-23,kospi,1961.6300048828125
2011-02-24,kospi,1949.8800048828125
2011-02-25,kospi,1963.4300537109375
2011-02-28,kospi,1939.300048828125
2011-03-02,kospi,1928.239990234375
2011-03-03,kospi,1970.6600341796875
2011-03-04,kospi,2004.6800537109375
2011-03-07,kospi,1980.27001953125
2011-03-08,kospi,1996.3199462890625
2011-03-09,kospi,2001.469970703125
2011-03-10,kospi,1981.5799560546875
2011-03-11,kospi,1955.5400390625
2011-03-14,kospi,1971.22998046875
2011-03-15,kospi,1923.9200439453125
2011-03-16,kospi,1957.969970703125
2011-03-17,kospi,1959.030029296875
2011-03-18,kospi,1981.1300048828125
2011-03-21,kospi,2003.4200439453125
2011-03-22,kospi,2013.6600341796875
2011-03-23,kospi,2012.1800537109375
2011-03-24,kospi,2036.780029296875
2011-03-25,kospi,2054.0400390625
2011-03-28,kospi,2056.389892578125
2011-03-29,kospi,2072.1298828125
2011-03-30,kospi,2091.3798828125
2011-03-31,kospi,2106.699951171875
2011-04-01,kospi,2121.010009765625
2011-04-04,kospi,2115.8701171875
2011-04-05,kospi,2130.429931640625
2011-04-06,kospi,2126.7099609375
2011-04-07,kospi,2122.139892578125
2011-04-08,kospi,2127.969970703125
2011-04-11,kospi,2122.389892578125
2011-04-12,kospi,2089.39990234375
2011-04-13,kospi,2121.919921875
2011-04-14,kospi,2141.06005859375
2011-04-15,kospi,2140.5
2011-04-18,kospi,2137.719970703125
2011-04-19,kospi,2122.679931640625
2011-04-20,kospi,2169.909912109375
2011-04-21,kospi,2198.5400390625
2011-04-22,kospi,2197.820068359375
2011-04-25,kospi,2216.0
2011-04-26,kospi,2206.300048828125
2011-04-27,kospi,2206.699951171875
2011-04-28,kospi,2208.35009765625
2011-04-29,kospi,2192.360107421875
2011-05-02,kospi,2228.9599609375
2011-05-03,kospi,2200.72998046875
2011-05-04,kospi,2180.639892578125
2011-05-06,kospi,2147.449951171875
2011-05-09,kospi,2139.169921875
2011-05-11,kospi,2166.6298828125
2011-05-12,kospi,2122.64990234375
2011-05-13,kospi,2120.080078125
2011-05-16,kospi,2104.179931640625
2011-05-17,kospi,2102.409912109375
2011-05-18,kospi,2135.780029296875
2011-05-19,kospi,2095.510009765625
2011-05-20,kospi,2111.5
2011-05-23,kospi,2055.7099609375
2011-05-24,kospi,2061.760009765625
2011-05-25,kospi,2035.8699951171875
2011-05-26,kospi,2091.909912109375
2011-05-27,kospi,2100.239990234375
2011-05-30,kospi,2093.7900390625
2011-05-31,kospi,2142.469970703125
2011-06-01,kospi,2141.340087890625
2011-06-02,kospi,2114.199951171875
2011-06-03,kospi,2113.469970703125
2011-06-07,kospi,2099.7099609375
2011-06-08,kospi,2083.35009765625
2011-06-09,kospi,2071.419921875
2011-06-10,kospi,2046.6700439453125
2011-06-13,kospi,2048.739990234375
2011-06-14,kospi,2076.830078125
2011-06-15,kospi,2086.530029296875
2011-06-16,kospi,2046.6300048828125
2011-06-17,kospi,2031.9300537109375
2011-06-20,kospi,2019.6500244140625
2011-06-21,kospi,2048.169921875
2011-06-22,kospi,2063.89990234375
2011-06-23,kospi,2055.860107421875
2011-06-24,kospi,2090.81005859375
2011-06-27,kospi,2070.2900390625
2011-06-28,kospi,2062.909912109375
2011-06-29,kospi,2094.419921875
2011-06-30,kospi,2100.68994140625
2011-07-01,kospi,2125.739990234375
2011-07-04,kospi,2145.300048828125
2011-07-05,kospi,2161.75
2011-07-06,kospi,2171.18994140625
2011-07-07,kospi,2180.590087890625
2011-07-08,kospi,2180.35009765625
2011-07-11,kospi,2157.159912109375
2011-07-12,kospi,2109.72998046875
2011-07-13,kospi,2129.639892578125
2011-07-14,kospi,2130.070068359375
2011-07-15,kospi,2145.199951171875
2011-07-18,kospi,2130.47998046875
2011-07-19,kospi,2130.2099609375
2011-07-20,kospi,2154.949951171875
2011-07-21,kospi,2145.0400390625
2011-07-22,kospi,2171.22998046875
2011-07-25,kospi,2150.47998046875
2011-07-26,kospi,2168.699951171875
2011-07-27,kospi,2174.31005859375
2011-07-28,kospi,2155.85009765625
2011-07-29,kospi,2133.2099609375
2011-08-01,kospi,2172.31005859375
2011-08-02,kospi,2121.27001953125
2011-08-03,kospi,2066.260009765625
2011-08-04,kospi,2018.469970703125
2011-08-05,kospi,1943.75
2011-08-08,kospi,1869.449951171875
2011-08-09,kospi,1801.3499755859375
2011-08-10,kospi,1806.239990234375
2011-08-11,kospi,1817.43994140625
2011-08-12,kospi,1793.31005859375
2011-08-16,kospi,1879.8699951171875
2011-08-17,kospi,1892.6700439453125
2011-08-18,kospi,1860.5799560546875
2011-08-19,kospi,1744.8800048828125
2011-08-22,kospi,1710.699951171875
2011-08-23,kospi,1776.6800537109375
2011-08-24,kospi,1754.780029296875
2011-08-25,kospi,1764.5799560546875
2011-08-26,kospi,1778.949951171875
2011-08-29,kospi,1829.5
2011-08-30,kospi,1843.8199462890625
2011-08-31,kospi,1880.1099853515625
2011-09-01,kospi,1880.699951171875
2011-09-02,kospi,1867.75
2011-09-05,kospi,1785.8299560546875
2011-09-06,kospi,1766.7099609375
2011-09-07,kospi,1833.4599609375
2011-09-08,kospi,1846.6400146484375
2011-09-09,kospi,1812.9300537109375
2011-09-14,kospi,1749.1600341796875
2011-09-15,kospi,1774.0799560546875
2011-09-16,kospi,1840.0999755859375
2011-09-19,kospi,1820.93994140625
2011-09-20,kospi,1837.969970703125
2011-09-21,kospi,1854.280029296875
2011-09-22,kospi,1800.550048828125
2011-09-23,kospi,1697.43994140625
2011-09-26,kospi,1652.7099609375
2011-09-27,kospi,1735.7099609375
2011-09-28,kospi,1723.0899658203125
2011-09-29,kospi,1769.2900390625
2011-09-30,kospi,1769.6500244140625
2011-10-05,kospi,1666.52001953125
2011-10-06,kospi,1710.3199462890625
2011-10-07,kospi,1759.77001953125
2011-10-10,kospi,1766.43994140625
2011-10-11,kospi,1795.02001953125
2011-10-12,kospi,1809.5
2011-10-13,kospi,1823.0999755859375
2011-10-14,kospi,1835.4000244140625
2011-10-17,kospi,1865.1800537109375
2011-10-18,kospi,1838.9000244140625
2011-10-19,kospi,1855.9200439453125
2011-10-20,kospi,1805.0899658203125
2011-10-21,kospi,1838.3800048828125
2011-10-24,kospi,1898.3199462890625
2011-10-25,kospi,1888.6500244140625
2011-10-26,kospi,1894.31005859375
2011-10-27,kospi,1922.0400390625
2011-10-28,kospi,1929.47998046875
2011-10-31,kospi,1909.030029296875
2011-11-01,kospi,1909.6300048828125
2011-11-02,kospi,1898.010009765625
2011-11-03,kospi,1869.9599609375
2011-11-04,kospi,1928.4100341796875
2011-11-07,kospi,1919.0999755859375
2011-11-08,kospi,1903.1400146484375
2011-11-09,kospi,1907.530029296875
2011-11-10,kospi,1813.25
2011-11-11,kospi,1863.449951171875
2011-11-14,kospi,1902.81005859375
2011-11-15,kospi,1886.1199951171875
2011-11-16,kospi,1856.0699462890625
2011-11-17,kospi,1876.6700439453125
2011-11-18,kospi,1839.1700439453125
2011-11-21,kospi,1820.030029296875
2011-11-22,kospi,1826.280029296875
2011-11-23,kospi,1783.0999755859375
2011-11-24,kospi,1795.06005859375
2011-11-25,kospi,1776.4000244140625
2011-11-28,kospi,1815.280029296875
2011-11-29,kospi,1856.52001953125
2011-11-30,kospi,1847.510009765625
2011-12-01,kospi,1916.1800537109375
2011-12-02,kospi,1916.0400390625
2011-12-05,kospi,1922.9000244140625
2011-12-06,kospi,1902.8199462890625
2011-12-07,kospi,1919.4200439453125
2011-12-08,kospi,1912.3900146484375
2011-12-09,kospi,1874.75
2011-12-12,kospi,1899.760009765625
2011-12-13,kospi,1864.06005859375
2011-12-14,kospi,1857.75
2011-12-15,kospi,1819.1099853515625
2011-12-16,kospi,1839.9599609375
2011-12-19,kospi,1776.9300537109375
2011-12-20,kospi,1793.06005859375
2011-12-21,kospi,1848.4100341796875
2011-12-22,kospi,1847.489990234375
2011-12-23,kospi,1867.219970703125
2011-12-26,kospi,1856.699951171875
2011-12-27,kospi,1842.02001953125
2011-12-28,kospi,1825.1199951171875
2011-12-29,kospi,1825.739990234375
2012-01-02,kospi,1826.3699951171875
2012-01-03,kospi,1875.4100341796875
2012-01-04,kospi,1866.219970703125
2012-01-05,kospi,1863.739990234375
2012-01-06,kospi,1843.1400146484375
2012-01-09,kospi,1826.489990234375
2012-01-10,kospi,1853.219970703125
2012-01-11,kospi,1845.550048828125
2012-01-12,kospi,1864.5699462890625
2012-01-13,kospi,1875.6800537109375
2012-01-16,kospi,1859.27001953125
2012-01-17,kospi,1892.739990234375
2012-01-18,kospi,1892.3900146484375
2012-01-19,kospi,1914.969970703125
2012-01-20,kospi,1949.8900146484375
2012-01-25,kospi,1952.22998046875
2012-01-26,kospi,1957.1800537109375
2012-01-27,kospi,1964.8299560546875
2012-01-30,kospi,1940.550048828125
2012-01-31,kospi,1955.7900390625
2012-02-01,kospi,1959.239990234375
2012-02-02,kospi,1984.300048828125
2012-02-03,kospi,1972.3399658203125
2012-02-06,kospi,1973.1300048828125
2012-02-07,kospi,1981.5899658203125
2012-02-08,kospi,2003.72998046875
2012-02-09,kospi,2014.6199951171875
2012-02-10,kospi,1993.7099609375
2012-02-13,kospi,2005.739990234375
2012-02-14,kospi,2002.6400146484375
2012-02-15,kospi,2025.3199462890625
2012-02-16,kospi,1997.449951171875
2012-02-17,kospi,2023.469970703125
2012-02-20,kospi,2024.9000244140625
2012-02-21,kospi,2024.239990234375
2012-02-22,kospi,2028.6500244140625
2012-02-23,kospi,2007.800048828125
2012-02-24,kospi,2019.8900146484375
2012-02-27,kospi,1991.1600341796875
2012-02-28,kospi,2003.68994140625
2012-02-29,kospi,2030.25
2012-03-02,kospi,2034.6300048828125
2012-03-05,kospi,2016.06005859375
2012-03-06,kospi,2000.3599853515625
2012-03-07,kospi,1982.1500244140625
2012-03-08,kospi,2000.760009765625
2012-03-09,kospi,2018.300048828125
2012-03-12,kospi,2002.5
2012-03-13,kospi,2025.0400390625
2012-03-14,kospi,2045.0799560546875
2012-03-15,kospi,2043.760009765625
2012-03-16,kospi,2034.43994140625
2012-03-19,kospi,2047.0
2012-03-20,kospi,2042.1500244140625
2012-03-21,kospi,2027.22998046875
2012-03-22,kospi,2026.1199951171875
2012-03-23,kospi,2026.8299560546875
2012-03-26,kospi,2019.18994140625
2012-03-27,kospi,2039.760009765625
2012-03-28,kospi,2031.739990234375
2012-03-29,kospi,2014.4100341796875
2012-03-30,kospi,2014.0400390625
2012-04-02,kospi,2029.2900390625
2012-04-03,kospi,2049.280029296875
2012-04-04,kospi,2018.6099853515625
2012-04-05,kospi,2028.77001953125
2012-04-06,kospi,2029.030029296875
2012-04-09,kospi,1997.0799560546875
2012-04-10,kospi,1994.4100341796875
2012-04-12,kospi,1986.6300048828125
2012-04-13,kospi,2008.9100341796875
2012-04-16,kospi,1992.6300048828125
2012-04-17,kospi,1985.300048828125
2012-04-18,kospi,2004.530029296875
2012-04-19,kospi,1999.8599853515625
2012-04-20,kospi,1974.6500244140625
2012-04-23,kospi,1972.6300048828125
2012-04-24,kospi,1963.4200439453125
2012-04-25,kospi,1961.97998046875
2012-04-26,kospi,1964.0400390625
2012-04-27,kospi,1975.3499755859375
2012-04-30,kospi,1981.989990234375
2012-05-02,kospi,1999.0699462890625
2012-05-03,kospi,1995.1099853515625
2012-05-04,kospi,1989.1500244140625
2012-05-07,kospi,1956.43994140625
2012-05-08,kospi,1967.010009765625
2012-05-09,kospi,1950.2900390625
2012-05-10,kospi,1944.9300537109375
2012-05-11,kospi,1917.1300048828125
2012-05-14,kospi,1913.72998046875
2012-05-15,kospi,1898.9599609375
2012-05-16,kospi,1840.530029296875
2012-05-17,kospi,1845.239990234375
2012-05-18,kospi,1782.4599609375
2012-05-21,kospi,1799.1300048828125
2012-05-22,kospi,1828.68994140625
2012-05-23,kospi,1808.6199951171875
2012-05-24,kospi,1814.469970703125
2012-05-25,kospi,1824.1700439453125
2012-05-29,kospi,1849.9100341796875
2012-05-30,kospi,1844.8599853515625
2012-05-31,kospi,1843.469970703125
2012-06-01,kospi,1834.510009765625
2012-06-04,kospi,1783.1300048828125
2012-06-05,kospi,1801.8499755859375
2012-06-07,kospi,1847.949951171875
2012-06-08,kospi,1835.6400146484375
2012-06-11,kospi,1867.0400390625
2012-06-12,kospi,1854.739990234375
2012-06-13,kospi,1859.3199462890625
2012-06-14,kospi,1871.47998046875
2012-06-15,kospi,1858.1600341796875
2012-06-18,kospi,1891.7099609375
2012-06-19,kospi,1891.77001953125
2012-06-20,kospi,1904.1199951171875
2012-06-21,kospi,1889.1500244140625
2012-06-22,kospi,1847.3900146484375
2012-06-25,kospi,1825.3800048828125
2012-06-26,kospi,1817.81005859375
2012-06-27,kospi,1817.6500244140625
2012-06-28,kospi,1819.1800537109375
2012-06-29,kospi,1854.010009765625
2012-07-02,kospi,1851.6500244140625
2012-07-03,kospi,1867.8199462890625
2012-07-04,kospi,1874.449951171875
2012-07-05,kospi,1875.489990234375
2012-07-06,kospi,1858.199951171875
2012-07-09,kospi,1836.1300048828125
2012-07-10,kospi,1829.449951171875
2012-07-11,kospi,1826.3900146484375
2012-07-12,kospi,1785.3900146484375
2012-07-13,kospi,1812.8900146484375
2012-07-16,kospi,1817.7900390625
2012-07-17,kospi,1821.9599609375
2012-07-18,kospi,1794.9100341796875
2012-07-19,kospi,1822.9599609375
2012-07-20,kospi,1822.9300537109375
2012-07-23,kospi,1789.43994140625
2012-07-24,kospi,1793.9300537109375
2012-07-25,kospi,1769.31005859375
2012-07-26,kospi,1782.469970703125
2012-07-27,kospi,1829.1600341796875
2012-07-30,kospi,1843.7900390625
2012-07-31,kospi,1881.989990234375
2012-08-01,kospi,1879.9300537109375
2012-08-02,kospi,1869.4000244140625
2012-08-03,kospi,1848.6800537109375
2012-08-06,kospi,1885.8800048828125
2012-08-07,kospi,1886.800048828125
2012-08-08,kospi,1903.22998046875
2012-08-09,kospi,1940.5899658203125
2012-08-10,kospi,1946.4000244140625
2012-08-13,kospi,1932.43994140625
2012-08-14,kospi,1956.9599609375
2012-08-16,kospi,1957.9100341796875
2012-08-17,kospi,1946.5400390625
2012-08-20,kospi,1946.31005859375
2012-08-21,kospi,1943.219970703125
2012-08-22,kospi,1935.18994140625
2012-08-23,kospi,1942.5400390625
2012-08-24,kospi,1919.81005859375
2012-08-27,kospi,1917.8699951171875
2012-08-28,kospi,1916.3299560546875
2012-08-29,kospi,1928.5400390625
2012-08-30,kospi,1906.3800048828125
2012-08-31,kospi,1905.1199951171875
2012-09-03,kospi,1912.7099609375
2012-09-04,kospi,1907.1300048828125
2012-09-05,kospi,1874.030029296875
2012-09-06,kospi,1881.239990234375
2012-09-07,kospi,1929.5799560546875
2012-09-10,kospi,1924.699951171875
2012-09-11,kospi,1920.0
2012-09-12,kospi,1950.030029296875
2012-09-13,kospi,1950.68994140625
2012-09-14,kospi,2007.5799560546875
2012-09-17,kospi,2002.3499755859375
2012-09-18,kospi,2004.9599609375
2012-09-19,kospi,2007.8800048828125
2012-09-20,kospi,1990.3299560546875
2012-09-21,kospi,2002.3699951171875
2012-09-24,kospi,2003.43994140625
2012-09-25,kospi,1991.4100341796875
2012-09-26,kospi,1980.43994140625
2012-09-27,kospi,1988.699951171875
2012-09-28,kospi,1996.2099609375
2012-10-02,kospi,1996.030029296875
2012-10-04,kospi,1992.6800537109375
2012-10-05,kospi,1995.1700439453125
2012-10-08,kospi,1981.8900146484375
2012-10-09,kospi,1979.0400390625
2012-10-10,kospi,1948.219970703125
2012-10-11,kospi,1933.0899658203125
2012-10-12,kospi,1933.260009765625
2012-10-15,kospi,1925.5899658203125
2012-10-16,kospi,1941.5400390625
2012-10-17,kospi,1955.1500244140625
2012-10-18,kospi,1959.1199951171875
2012-10-19,kospi,1943.8399658203125
2012-10-22,kospi,1941.5899658203125
2012-10-23,kospi,1926.81005859375
2012-10-24,kospi,1913.9599609375
2012-10-25,kospi,1924.5
2012-10-26,kospi,1891.4300537109375
2012-10-29,kospi,1891.52001953125
2012-10-30,kospi,1899.5799560546875
2012-10-31,kospi,1912.06005859375
2012-11-01,kospi,1898.43994140625
2012-11-02,kospi,1918.719970703125
2012-11-05,kospi,1908.219970703125
2012-11-06,kospi,1928.1700439453125
2012-11-07,kospi,1937.550048828125
2012-11-08,kospi,1914.4100341796875
2012-11-09,kospi,1904.4100341796875
2012-11-12,kospi,1900.8699951171875
2012-11-13,kospi,1889.699951171875
2012-11-14,kospi,1894.0400390625
2012-11-15,kospi,1870.719970703125
2012-11-16,kospi,1860.8299560546875
2012-11-19,kospi,1878.0999755859375
2012-11-20,kospi,1890.1800537109375
2012-11-21,kospi,1884.0400390625
2012-11-22,kospi,1899.5
2012-11-23,kospi,1911.3299560546875
2012-11-26,kospi,1908.510009765625
2012-11-27,kospi,1925.199951171875
2012-11-28,kospi,1912.780029296875
