score,fold1,fold2,fold3,vars
0.5658816304904957,0.568,0.578,0.552,us_treasury_10y+spread_10y_t1+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5655365525658667,0.589,0.567,0.54,us_treasury_10y+us_breakeven_10y+sp500+delta_us10y_t1+delta_vix_t1
0.5653492081364232,0.581,0.569,0.546,us_treasury_10y+us_fed_funds+us_breakeven_10y+delta_us10y_t1+crisis_dummy
0.565085442777296,0.564,0.597,0.535,us_treasury_10y+vix+spread_10y_t1+delta_us10y_t1+delta_vix_t1
0.5644963053004651,0.551,0.591,0.552,us_treasury_10y+sp500+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.564394851729122,0.576,0.574,0.543,us_treasury_10y+us_breakeven_10y+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5642943730033508,0.538,0.601,0.553,kr_base_rate+us_treasury_10y+us_fed_funds+vix+delta_us10y_t1
0.564234611488179,0.555,0.588,0.549,kr_base_rate+us_treasury_10y+sp500+delta_us10y_t1+crisis_dummy
0.5641216164415783,0.534,0.595,0.564,us_treasury_10y+vix+sp500+dxy+delta_us10y_t1
0.563420354315979,0.559,0.599,0.532,us_treasury_10y+us_breakeven_10y+spread_10y_t1+delta_us10y_t1+crisis_dummy
0.5630387022744331,0.568,0.569,0.552,kr_base_rate+us_treasury_10y+us_breakeven_10y+sp500+delta_us10y_t1
0.5630134433293371,0.576,0.606,0.507,kr_base_rate+us_treasury_10y+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.5626021803535334,0.547,0.591,0.551,us_treasury_10y+sp500+spread_10y_t1+delta_us10y_t1+crisis_dummy
0.5621712115708042,0.534,0.599,0.553,kr_base_rate+us_treasury_10y+vix+sp500+delta_us10y_t1
0.5617427495338324,0.572,0.58,0.533,us_treasury_10y+us_breakeven_10y+vix+delta_us10y_t1+delta_vix_t1
0.5616769996815737,0.551,0.578,0.556,us_treasury_10y+us_fed_funds+sp500+spread_10y_t1+delta_us10y_t1
0.5615137130482175,0.572,0.578,0.535,us_treasury_10y+us_fed_funds+spread_10y_t1+delta_us10y_t1+delta_dxy_t1
0.5609993601531454,0.576,0.578,0.529,kr_base_rate+us_treasury_10y+us_breakeven_10y+delta_us10y_t1+delta_vix_t1
0.5603393548848015,0.564,0.584,0.533,us_treasury_10y+us_fed_funds+vix+sp500+delta_us10y_t1
0.56029766282863,0.572,0.58,0.529,us_treasury_10y+vix+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5600556748232692,0.559,0.554,0.566,us_treasury_10y+us_breakeven_10y+vix+delta_us10y_t1+crisis_dummy
0.5600213811486731,0.572,0.586,0.522,us_treasury_10y+vix+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.559530650850772,0.576,0.582,0.52,us_treasury_10y+sp500+spread_10y_t1+delta_us10y_t1+delta_vix_t1
0.5586029634330552,0.53,0.597,0.549,us_treasury_10y+vix+sp500+delta_us10y_t1+delta_dxy_t1
0.5584271604788692,0.568,0.576,0.532,us_treasury_10y+us_breakeven_10y+sp500+delta_us10y_t1+crisis_dummy
0.5581796193353378,0.547,0.563,0.565,us_treasury_10y+us_breakeven_10y+sp500+dxy+delta_us10y_t1
0.5579320781918063,0.525,0.55,0.598,kr_treasury_3y+us_treasury_10y+us_fed_funds+spread_10y_t1+crisis_dummy
0.5577326526404492,0.564,0.533,0.577,kr_treasury_3y+us_treasury_10y+us_fed_funds+vix+crisis_dummy
0.5575918377231752,0.513,0.562,0.598,kr_treasury_3y+sp500+dxy+spread_10y_t1+crisis_dummy
0.5575798107810818,0.547,0.584,0.542,kr_treasury_3y+us_treasury_10y+dxy+delta_us10y_t1+delta_vix_t1
0.5570800457536805,0.555,0.576,0.54,us_treasury_10y+vix+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5560603746930367,0.559,0.58,0.529,kr_base_rate+us_treasury_10y+sp500+spread_10y_t1+delta_us10y_t1
0.5553767468275218,0.547,0.591,0.529,us_treasury_10y+us_fed_funds+sp500+delta_us10y_t1+crisis_dummy
0.5553311379811046,0.538,0.567,0.561,kr_base_rate+us_treasury_10y+sp500+delta_us10y_t1+delta_dxy_t1
0.555201379072252,0.614,0.571,0.48,kr_base_rate+us_treasury_10y+sp500+delta_us10y_t1+delta_vix_t1
0.555019152582063,0.585,0.559,0.522,us_treasury_10y+us_fed_funds+us_breakeven_10y+delta_us10y_t1+delta_vix_t1
0.5548293014068624,0.525,0.588,0.551,kr_base_rate+us_treasury_10y+vix+delta_us10y_t1+crisis_dummy
0.5546208411260052,0.568,0.567,0.529,us_treasury_10y+us_breakeven_10y+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.5544932582117336,0.542,0.582,0.539,us_treasury_10y+us_breakeven_10y+spread_10y_t1+delta_us10y_t1+delta_vix_t1
0.5544751887527332,0.551,0.574,0.539,kr_base_rate+us_treasury_10y+us_fed_funds+delta_us10y_t1+delta_dxy_t1
0.553895747507755,0.589,0.495,0.578,kr_treasury_3y+kr_base_rate+us_fed_funds+sp500+crisis_dummy
0.5529861295490385,0.534,0.518,0.607,kr_treasury_3y+kr_base_rate+us_fed_funds+spread_10y_t1+delta_dxy_t1
0.5527086467200729,0.572,0.559,0.527,us_treasury_10y+us_fed_funds+us_breakeven_10y+sp500+delta_us10y_t1
0.5523409424904476,0.496,0.576,0.585,kr_treasury_3y+kr_base_rate+vix+dxy+crisis_dummy
0.551963185792545,0.555,0.586,0.514,us_treasury_10y+delta_us10y_t1+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5518467091546145,0.547,0.576,0.533,us_treasury_10y+us_fed_funds+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5515739090659872,0.534,0.599,0.522,us_treasury_10y+vix+spread_10y_t1+delta_us10y_t1+crisis_dummy
0.551519700688986,0.559,0.574,0.522,us_treasury_10y+us_fed_funds+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5510018662025845,0.576,0.557,0.52,us_treasury_10y+us_fed_funds+vix+delta_us10y_t1+delta_vix_t1
0.5509507042179966,0.559,0.546,0.548,us_treasury_10y+us_breakeven_10y+dxy+delta_us10y_t1+delta_dxy_t1
0.5496784904536028,0.525,0.573,0.551,kr_treasury_3y+vix+sp500+dxy+spread_10y_t1
0.5492439237005082,0.564,0.544,0.54,kr_treasury_3y+kr_base_rate+us_fed_funds+us_breakeven_10y+delta_dxy_t1
0.5490105352257314,0.517,0.52,0.61,kr_treasury_3y+kr_base_rate+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5488743527808758,0.525,0.533,0.588,kr_treasury_3y+kr_base_rate+us_fed_funds+sp500+spread_10y_t1
0.548840494305196,0.568,0.567,0.512,us_treasury_10y+us_fed_funds+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.5485375939035743,0.5,0.562,0.584,kr_treasury_3y+us_treasury_10y+sp500+dxy+spread_10y_t1
0.5482221810930232,0.547,0.578,0.52,us_treasury_10y+sp500+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.5476043030797669,0.555,0.591,0.497,kr_base_rate+us_treasury_10y+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5468857374452598,0.521,0.55,0.569,kr_treasury_3y+kr_base_rate+us_treasury_10y+us_fed_funds+delta_dxy_t1
0.546495190841394,0.525,0.543,0.571,kr_treasury_3y+us_treasury_10y+us_fed_funds+sp500+crisis_dummy
0.5461353848819138,0.551,0.514,0.574,kr_treasury_3y+us_treasury_10y+vix+dxy+spread_10y_t1
0.5445390926652689,0.525,0.533,0.575,kr_treasury_3y+kr_base_rate+us_treasury_10y+us_fed_funds+vix
0.5445304931346849,0.559,0.531,0.543,kr_treasury_3y+us_treasury_10y+us_breakeven_10y+sp500+spread_10y_t1
0.5444378942105317,0.542,0.517,0.574,kr_treasury_3y+us_fed_funds+vix+dxy+spread_10y_t1
0.5440167297993481,0.597,0.496,0.539,kr_treasury_3y+kr_base_rate+us_fed_funds+spread_10y_t1+delta_vix_t1
0.5438414910365338,0.597,0.495,0.539,kr_treasury_3y+us_fed_funds+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5437106828243142,0.555,0.554,0.522,kr_base_rate+us_treasury_10y+us_fed_funds+sp500+delta_us10y_t1
0.5431303989401374,0.534,0.561,0.535,us_treasury_10y+us_fed_funds+vix+sp500+spread_10y_t1
0.5430429435307863,0.538,0.562,0.529,us_treasury_10y+us_fed_funds+us_breakeven_10y+spread_10y_t1+crisis_dummy
0.5429512159522377,0.564,0.531,0.535,us_breakeven_10y+spread_10y_t1+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5427709142846837,0.555,0.55,0.523,kr_base_rate+us_treasury_10y+us_breakeven_10y+delta_us10y_t1+delta_dxy_t1
0.5419552759945202,0.556,0.507,0.564,kr_treasury_3y+sp500+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5416455778307151,0.53,0.543,0.552,kr_treasury_3y+kr_base_rate+us_treasury_10y+sp500+crisis_dummy
0.5411127057301252,0.525,0.568,0.53,kr_treasury_3y+kr_base_rate+dxy+delta_vix_t1+crisis_dummy
0.5402181399340762,0.517,0.562,0.542,kr_treasury_3y+us_treasury_10y+dxy+spread_10y_t1+crisis_dummy
0.5401428698854814,0.581,0.554,0.486,kr_base_rate+us_treasury_10y+us_fed_funds+delta_us10y_t1+delta_vix_t1
0.5400310759878894,0.521,0.527,0.572,kr_treasury_3y+us_fed_funds+sp500+spread_10y_t1+delta_dxy_t1
0.5399893839317179,0.53,0.522,0.568,kr_treasury_3y+us_treasury_10y+sp500+spread_10y_t1+crisis_dummy
0.5395651694361682,0.487,0.484,0.647,kr_treasury_3y+kr_base_rate+vix+delta_dxy_t1+crisis_dummy
0.5394544908694126,0.492,0.596,0.53,kr_base_rate+vix+dxy+spread_10y_t1+crisis_dummy
0.5392512381098645,0.517,0.568,0.533,kr_treasury_3y+us_fed_funds+vix+dxy+delta_vix_t1
0.5388095086676555,0.513,0.596,0.507,kr_base_rate+us_fed_funds+vix+dxy+spread_10y_t1
0.5382608353209618,0.534,0.545,0.536,us_treasury_10y+us_fed_funds+sp500+spread_10y_t1+crisis_dummy
0.5382083941985671,0.538,0.543,0.533,kr_treasury_3y+kr_base_rate+us_treasury_10y+us_fed_funds+sp500
0.5379299008045888,0.525,0.552,0.536,kr_base_rate+us_treasury_10y+us_breakeven_10y+vix+delta_us10y_t1
0.5371559256440718,0.555,0.52,0.536,kr_treasury_3y+kr_base_rate+us_treasury_10y+us_breakeven_10y+crisis_dummy
0.5366682417385841,0.517,0.531,0.562,kr_treasury_3y+us_treasury_10y+vix+sp500+dxy
0.5364959203757277,0.542,0.527,0.54,kr_treasury_3y+kr_base_rate+us_treasury_10y+us_breakeven_10y+sp500
0.5362458724864391,0.47,0.542,0.597,kr_treasury_3y+kr_base_rate+sp500+spread_10y_t1+delta_dxy_t1
0.5362231202871004,0.53,0.55,0.529,us_treasury_10y+us_fed_funds+us_breakeven_10y+sp500+spread_10y_t1
0.5360554816645823,0.504,0.529,0.575,kr_treasury_3y+kr_base_rate+us_treasury_10y+sp500+spread_10y_t1
0.5360031185309857,0.525,0.552,0.53,us_breakeven_10y+dxy+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5359815674806557,0.547,0.527,0.535,kr_treasury_3y+kr_base_rate+us_fed_funds+vix+sp500
0.5359102644902264,0.517,0.537,0.553,kr_treasury_3y+kr_base_rate+us_breakeven_10y+sp500+crisis_dummy
0.5355218581615011,0.555,0.554,0.497,kr_treasury_3y+kr_base_rate+us_treasury_10y+us_fed_funds+dxy
0.5355141647481899,0.513,0.543,0.551,kr_treasury_3y+kr_base_rate+us_treasury_10y+sp500+dxy
0.5354124411907556,0.551,0.561,0.494,kr_treasury_3y+us_breakeven_10y+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5351891868288966,0.538,0.517,0.551,kr_treasury_3y+vix+dxy+spread_10y_t1+delta_vix_t1
0.5350031532772672,0.513,0.533,0.559,kr_treasury_3y+us_breakeven_10y+dxy+spread_10y_t1+delta_dxy_t1
0.5344526614641943,0.534,0.516,0.553,kr_treasury_3y+kr_base_rate+us_treasury_10y+vix+crisis_dummy
0.5343583254363293,0.538,0.496,0.569,kr_treasury_3y+us_fed_funds+sp500+spread_10y_t1+delta_vix_t1
0.5341884969436753,0.487,0.596,0.519,us_fed_funds+vix+dxy+spread_10y_t1+crisis_dummy
0.5336375463284168,0.53,0.551,0.52,kr_base_rate+us_breakeven_10y+sp500+spread_10y_t1+delta_vix_t1
0.5336375463284168,0.53,0.551,0.52,us_breakeven_10y+sp500+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5334003330768794,0.542,0.52,0.538,kr_treasury_3y+sp500+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5332275765151068,0.538,0.514,0.548,kr_treasury_3y+us_fed_funds+vix+delta_vix_t1+delta_dxy_t1
0.5332185417856065,0.542,0.51,0.548,kr_treasury_3y+us_treasury_10y+us_fed_funds+sp500+delta_vix_t1
0.5329932738002364,0.508,0.537,0.553,vix+sp500+dxy+spread_10y_t1+crisis_dummy
0.5328422165787948,0.534,0.546,0.519,kr_treasury_3y+kr_base_rate+us_breakeven_10y+vix+sp500
0.5327731762786989,0.517,0.518,0.564,kr_treasury_3y+vix+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5327569872230472,0.555,0.488,0.555,kr_treasury_3y+us_breakeven_10y+vix+sp500+dxy
0.532731293079035,0.534,0.522,0.542,kr_treasury_3y+kr_base_rate+us_treasury_10y+us_fed_funds+crisis_dummy
0.5326419206296054,0.513,0.525,0.561,kr_treasury_3y+kr_base_rate+vix+spread_10y_t1+crisis_dummy
0.5325283859363485,0.585,0.488,0.525,kr_treasury_3y+us_fed_funds+us_breakeven_10y+vix+delta_dxy_t1
0.5324077662047362,0.534,0.537,0.526,us_fed_funds+us_breakeven_10y+vix+sp500+spread_10y_t1
0.5321876210070586,0.555,0.537,0.504,us_fed_funds+us_breakeven_10y+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5320747694020206,0.508,0.546,0.542,kr_treasury_3y+us_fed_funds+dxy+spread_10y_t1+delta_dxy_t1
0.5319930216376026,0.517,0.505,0.574,kr_treasury_3y+kr_base_rate+sp500+delta_dxy_t1+crisis_dummy
0.5319513295814312,0.525,0.501,0.569,kr_treasury_3y+kr_base_rate+us_treasury_10y+us_fed_funds+spread_10y_t1
0.5319018693986853,0.53,0.537,0.529,kr_base_rate+us_fed_funds+us_breakeven_10y+spread_10y_t1+delta_vix_t1
0.5317876077491589,0.517,0.499,0.579,kr_treasury_3y+us_treasury_10y+vix+sp500+spread_10y_t1
0.5317617622898313,0.542,0.538,0.514,kr_treasury_3y+us_treasury_10y+us_fed_funds+dxy+delta_vix_t1
0.5316368374366324,0.521,0.52,0.553,kr_treasury_3y+us_breakeven_10y+vix+delta_dxy_t1+crisis_dummy
0.53158490239166,0.493,0.527,0.575,kr_treasury_3y+kr_base_rate+sp500+delta_vix_t1+crisis_dummy
0.5315024982854903,0.483,0.584,0.527,kr_treasury_3y+kr_base_rate+us_fed_funds+dxy+crisis_dummy
0.5313841783538465,0.521,0.522,0.551,kr_treasury_3y+us_treasury_10y+vix+sp500+delta_dxy_t1
0.5313661088948461,0.53,0.514,0.551,kr_treasury_3y+us_fed_funds+us_breakeven_10y+spread_10y_t1+delta_vix_t1
0.531271618506162,0.53,0.531,0.533,kr_treasury_3y+us_treasury_10y+us_fed_funds+vix+sp500
0.5310734463276836,0.551,0.542,0.5,us_treasury_10y+vix+sp500+dxy+crisis_dummy
0.5309782263695805,0.542,0.551,0.5,kr_treasury_3y+sp500+dxy+spread_10y_t1+delta_vix_t1
0.5309177609686389,0.547,0.517,0.529,kr_treasury_3y+kr_base_rate+vix+dxy+spread_10y_t1
0.5307535529686994,0.538,0.545,0.509,kr_base_rate+us_fed_funds+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5307251320878783,0.513,0.551,0.529,kr_treasury_3y+dxy+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5306789994380016,0.53,0.507,0.555,kr_treasury_3y+us_fed_funds+vix+spread_10y_t1+crisis_dummy
0.5306639763714145,0.496,0.514,0.582,kr_treasury_3y+us_breakeven_10y+sp500+spread_10y_t1+crisis_dummy
0.5306162959781563,0.466,0.52,0.605,kr_treasury_3y+vix+sp500+delta_vix_t1+crisis_dummy
0.5305154032253082,0.525,0.568,0.499,kr_treasury_3y+vix+dxy+delta_vix_t1+crisis_dummy
0.5302158085275174,0.551,0.518,0.522,kr_treasury_3y+kr_base_rate+us_fed_funds+us_breakeven_10y+vix
0.5301861975932595,0.513,0.533,0.545,kr_treasury_3y+kr_base_rate+us_fed_funds+delta_vix_t1+crisis_dummy
0.5301023782820004,0.5,0.522,0.568,kr_treasury_3y+us_breakeven_10y+vix+spread_10y_t1+delta_dxy_t1
0.5300956015893649,0.5,0.469,0.621,kr_treasury_3y+vix+sp500+dxy+crisis_dummy
0.530052539614912,0.519,0.495,0.577,kr_treasury_3y+kr_base_rate+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5300493726116521,0.556,0.496,0.539,kr_treasury_3y+kr_base_rate+sp500+spread_10y_t1+delta_vix_t1
0.5298132707018766,0.492,0.568,0.53,kr_treasury_3y+kr_base_rate+us_fed_funds+dxy+delta_vix_t1
0.5296498584489413,0.508,0.505,0.575,kr_treasury_3y+sp500+dxy+delta_dxy_t1+crisis_dummy
0.5295243470815109,0.504,0.49,0.594,kr_treasury_3y+kr_base_rate+us_treasury_10y+vix+spread_10y_t1
0.5294810186774145,0.521,0.518,0.549,kr_treasury_3y+us_treasury_10y+vix+delta_dxy_t1+crisis_dummy
0.5294462898039022,0.504,0.548,0.536,kr_base_rate+us_treasury_10y+us_fed_funds+us_breakeven_10y+spread_10y_t1
0.5294006809574849,0.496,0.525,0.568,kr_treasury_3y+us_fed_funds+us_breakeven_10y+spread_10y_t1+crisis_dummy
0.5293719404210595,0.517,0.544,0.527,kr_treasury_3y+kr_base_rate+spread_10y_t1+delta_dxy_t1+crisis_dummy
0.5293356100155355,0.551,0.536,0.501,kr_base_rate+us_treasury_10y+us_breakeven_10y+spread_10y_t1+crisis_dummy
0.5292704868497161,0.542,0.527,0.519,us_treasury_10y+vix+sp500+delta_dxy_t1+crisis_dummy
0.5291513663968692,0.559,0.507,0.521,us_fed_funds+vix+dxy+delta_dxy_t1+crisis_dummy
0.5291449754822858,0.538,0.512,0.538,kr_treasury_3y+kr_base_rate+us_treasury_10y+us_fed_funds+us_breakeven_10y
0.528993769970843,0.513,0.531,0.543,kr_treasury_3y+us_treasury_10y+us_fed_funds+sp500+spread_10y_t1
0.5289697121747557,0.483,0.533,0.571,kr_treasury_3y+kr_base_rate+us_treasury_10y+dxy+crisis_dummy
0.5289571958539261,0.5,0.512,0.575,kr_treasury_3y+us_treasury_10y+sp500+spread_10y_t1+delta_dxy_t1
0.5288888348081703,0.551,0.497,0.539,kr_treasury_3y+kr_base_rate+us_breakeven_10y+vix+crisis_dummy
0.5288594280217676,0.534,0.545,0.507,us_fed_funds+sp500+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5287150177374852,0.547,0.54,0.5,kr_base_rate+us_fed_funds+vix+delta_dxy_t1+crisis_dummy
0.5286597983225554,0.551,0.495,0.54,kr_treasury_3y+vix+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5286063337400655,0.504,0.545,0.536,us_treasury_10y+us_fed_funds+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5285034748718583,0.547,0.529,0.51,us_fed_funds+vix+sp500+dxy+delta_dxy_t1
0.5282887312221783,0.513,0.543,0.529,kr_treasury_3y+us_treasury_10y+us_fed_funds+sp500+dxy
0.5282495624161938,0.521,0.545,0.519,us_breakeven_10y+vix+sp500+dxy+spread_10y_t1
0.5282138064732392,0.504,0.51,0.571,kr_treasury_3y+vix+dxy+delta_dxy_t1+crisis_dummy
0.5281709132680591,0.551,0.539,0.494,kr_treasury_3y+us_breakeven_10y+vix+sp500+delta_dxy_t1
0.5281503370633014,0.508,0.559,0.517,kr_treasury_3y+us_treasury_10y+us_breakeven_10y+dxy+spread_10y_t1
0.5278349586774737,0.513,0.551,0.52,kr_treasury_3y+kr_base_rate+dxy+spread_10y_t1+delta_vix_t1
0.5278099418790106,0.479,0.531,0.574,kr_treasury_3y+us_breakeven_10y+vix+sp500+spread_10y_t1
0.5277593698089986,0.508,0.562,0.513,kr_treasury_3y+us_fed_funds+sp500+dxy+spread_10y_t1
0.5277492055182665,0.559,0.473,0.551,kr_treasury_3y+kr_base_rate+us_fed_funds+delta_dxy_t1+crisis_dummy
0.5275928820675695,0.555,0.507,0.52,kr_treasury_3y+us_fed_funds+us_breakeven_10y+delta_dxy_t1+crisis_dummy
0.5272398027497469,0.538,0.48,0.564,kr_treasury_3y+us_fed_funds+dxy+delta_vix_t1+delta_dxy_t1
0.5272087232802662,0.513,0.505,0.564,kr_treasury_3y+us_fed_funds+us_breakeven_10y+sp500+crisis_dummy
0.5270450014479938,0.504,0.503,0.574,kr_treasury_3y+kr_base_rate+vix+sp500+spread_10y_t1
0.5269302979347906,0.547,0.526,0.509,kr_base_rate+us_breakeven_10y+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5268112822220407,0.555,0.518,0.507,us_fed_funds+us_breakeven_10y+vix+sp500+delta_vix_t1
0.5266964419320354,0.538,0.475,0.566,kr_treasury_3y+vix+sp500+dxy+delta_dxy_t1
0.5265061967189627,0.574,0.505,0.5,kr_base_rate+dxy+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5264486744850675,0.492,0.542,0.546,kr_treasury_3y+us_treasury_10y+us_fed_funds+sp500+delta_dxy_t1
0.5264205606350812,0.525,0.518,0.536,kr_treasury_3y+kr_base_rate+dxy+delta_dxy_t1+crisis_dummy
0.5263365498362992,0.53,0.552,0.497,us_breakeven_10y+sp500+dxy+spread_10y_t1+delta_vix_t1
0.526212221823077,0.521,0.544,0.513,us_fed_funds+sp500+dxy+spread_10y_t1+crisis_dummy
0.5261714179595381,0.555,0.503,0.52,kr_treasury_3y+us_fed_funds+us_breakeven_10y+vix+sp500
0.525983594384365,0.481,0.568,0.529,kr_treasury_3y+us_fed_funds+dxy+delta_vix_t1+crisis_dummy
0.52594847425875,0.47,0.531,0.577,kr_treasury_3y+kr_base_rate+us_treasury_10y+vix+sp500
0.5259437915184119,0.521,0.548,0.509,kr_base_rate+us_treasury_10y+sp500+spread_10y_t1+crisis_dummy
0.5258780416661532,0.5,0.546,0.532,kr_treasury_3y+dxy+spread_10y_t1+delta_dxy_t1+crisis_dummy
0.5258084272475186,0.525,0.545,0.507,us_breakeven_10y+sp500+dxy+spread_10y_t1+crisis_dummy
0.5257911759624806,0.53,0.52,0.527,kr_treasury_3y+us_fed_funds+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5257464698429583,0.513,0.526,0.539,kr_treasury_3y+vix+dxy+spread_10y_t1+delta_dxy_t1
0.5256752978904443,0.538,0.53,0.509,us_treasury_10y+us_fed_funds+us_breakeven_10y+delta_vix_t1+crisis_dummy
0.5256181883496471,0.517,0.545,0.514,sp500+spread_10y_t1+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.525487354895107,0.513,0.512,0.552,us_fed_funds+vix+sp500+delta_dxy_t1+crisis_dummy
0.5253476908589217,0.534,0.507,0.535,kr_treasury_3y+kr_base_rate+us_breakeven_10y+vix+spread_10y_t1
0.5251691501079176,0.513,0.545,0.517,sp500+dxy+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.525106294724087,0.492,0.545,0.539,kr_base_rate+us_breakeven_10y+vix+dxy+spread_10y_t1
0.5250214597565493,0.542,0.53,0.503,kr_base_rate+us_treasury_10y+sp500+dxy+spread_10y_t1
0.5249947497537552,0.525,0.502,0.548,kr_treasury_3y+us_treasury_10y+sp500+spread_10y_t1+delta_vix_t1
0.5249169524182751,0.492,0.576,0.507,kr_treasury_3y+kr_base_rate+us_fed_funds+vix+dxy
0.5248703097080426,0.561,0.535,0.478,kr_base_rate+us_fed_funds+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5247386227595888,0.551,0.483,0.54,kr_treasury_3y+us_breakeven_10y+vix+dxy+delta_dxy_t1
0.524696720320078,0.517,0.518,0.539,kr_treasury_3y+kr_base_rate+us_treasury_10y+delta_dxy_t1+crisis_dummy
0.5246219357383192,0.5,0.512,0.562,kr_treasury_3y+us_treasury_10y+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5245748289270721,0.525,0.514,0.535,kr_treasury_3y+kr_base_rate+us_treasury_10y+us_fed_funds+delta_vix_t1
0.5244916862174365,0.559,0.481,0.533,kr_treasury_3y+kr_base_rate+us_fed_funds+dxy+delta_dxy_t1
0.524441989690451,0.496,0.55,0.527,kr_treasury_3y+kr_base_rate+us_treasury_10y+spread_10y_t1+crisis_dummy
0.5244368717511966,0.517,0.565,0.491,kr_treasury_3y+us_treasury_10y+us_fed_funds+vix+dxy
0.5244276803500866,0.564,0.517,0.493,kr_treasury_3y+us_treasury_10y+us_breakeven_10y+vix+crisis_dummy
0.5243189850687778,0.542,0.507,0.523,kr_treasury_3y+us_treasury_10y+us_breakeven_10y+spread_10y_t1+crisis_dummy
0.5242734753890349,0.517,0.517,0.539,kr_treasury_3y+vix+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5242481172772647,0.542,0.52,0.51,kr_treasury_3y+us_breakeven_10y+dxy+spread_10y_t1+delta_vix_t1
0.5242476820783484,0.513,0.518,0.542,kr_treasury_3y+us_breakeven_10y+dxy+spread_10y_t1+crisis_dummy
0.5242224231332525,0.521,0.554,0.497,kr_treasury_3y+us_treasury_10y+us_fed_funds+dxy+crisis_dummy
0.5240751296644311,0.53,0.545,0.497,us_fed_funds+dxy+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.524068397532833,0.564,0.48,0.529,kr_treasury_3y+us_fed_funds+us_breakeven_10y+dxy+crisis_dummy
0.5240515332614871,0.479,0.576,0.517,kr_treasury_3y+us_fed_funds+vix+dxy+crisis_dummy
0.5237699033001935,0.53,0.537,0.504,kr_base_rate+us_breakeven_10y+vix+sp500+crisis_dummy
0.5237282998485654,0.483,0.551,0.538,kr_treasury_3y+us_fed_funds+dxy+spread_10y_t1+delta_vix_t1
0.5237006436782582,0.508,0.554,0.509,kr_treasury_3y+us_treasury_10y+us_breakeven_10y+spread_10y_t1+delta_dxy_t1
0.5236902270826166,0.559,0.467,0.545,kr_treasury_3y+us_fed_funds+sp500+spread_10y_t1+crisis_dummy
0.5236881555357754,0.538,0.497,0.536,kr_treasury_3y+kr_base_rate+us_fed_funds+sp500+dxy
0.5236617240512692,0.5,0.561,0.51,us_treasury_10y+us_breakeven_10y+dxy+spread_10y_t1+delta_vix_t1
0.5236589798004337,0.53,0.514,0.527,us_treasury_10y+us_fed_funds+sp500+delta_dxy_t1+crisis_dummy
0.523646463479604,0.547,0.493,0.532,kr_treasury_3y+us_treasury_10y+us_fed_funds+vix+delta_dxy_t1
0.5235283504937488,0.547,0.514,0.51,kr_treasury_3y+kr_base_rate+us_breakeven_10y+spread_10y_t1+delta_vix_t1
0.5234983043605747,0.479,0.527,0.565,kr_treasury_3y+us_fed_funds+spread_10y_t1+delta_dxy_t1+crisis_dummy
0.5234212507496587,0.5,0.53,0.54,us_treasury_10y+us_fed_funds+sp500+dxy+spread_10y_t1
0.5234153554471481,0.525,0.52,0.525,kr_treasury_3y+spread_10y_t1+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5232701780624075,0.551,0.52,0.499,kr_base_rate+us_breakeven_10y+vix+spread_10y_t1+delta_vix_t1
