score,fold1,fold2,fold3,vars
0.5981809277173594,0.589,0.544,0.662,us_breakeven_10y+sp500+dxy+delta_us10y_t1+delta_vix_t1
0.5980297222059168,0.564,0.563,0.668,kr_treasury_3y+us_breakeven_10y+vix+dxy+delta_us10y_t1
0.5980151343382459,0.559,0.571,0.663,kr_base_rate+us_breakeven_10y+sp500+delta_us10y_t1+delta_vix_t1
0.5980151343382459,0.559,0.571,0.663,kr_treasury_3y+delta_us10y_t1+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5980083800510666,0.589,0.618,0.587,us_treasury_10y+us_fed_funds+dxy+spread_10y_t1+delta_us10y_t1
0.5979644075525743,0.572,0.563,0.659,kr_base_rate+us_breakeven_10y+sp500+delta_us10y_t1+delta_dxy_t1
0.5979498196849035,0.568,0.571,0.655,kr_treasury_3y+us_breakeven_10y+dxy+delta_us10y_t1+crisis_dummy
0.5979447017456491,0.589,0.586,0.618,kr_treasury_3y+us_fed_funds+dxy+delta_us10y_t1+delta_vix_t1
0.5979352318172326,0.564,0.58,0.65,kr_treasury_3y+us_breakeven_10y+sp500+delta_us10y_t1+crisis_dummy
0.597929678679062,0.555,0.593,0.646,kr_base_rate+sp500+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5978317066990483,0.568,0.593,0.633,kr_base_rate+vix+sp500+delta_us10y_t1+delta_dxy_t1
0.5975554250190913,0.568,0.599,0.626,kr_treasury_3y+us_fed_funds+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.5975540149746029,0.602,0.552,0.639,kr_base_rate+us_treasury_10y+dxy+delta_us10y_t1+crisis_dummy
0.5974681241165026,0.568,0.571,0.653,kr_treasury_3y+dxy+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5974410199280021,0.581,0.559,0.653,kr_treasury_3y+us_breakeven_10y+vix+delta_us10y_t1+delta_dxy_t1
0.5974208789221606,0.568,0.58,0.645,kr_base_rate+us_fed_funds+vix+dxy+delta_us10y_t1
0.597215900232633,0.597,0.576,0.618,kr_base_rate+vix+spread_10y_t1+delta_us10y_t1+delta_dxy_t1
0.5971828077070455,0.572,0.574,0.646,kr_base_rate+us_fed_funds+dxy+delta_us10y_t1+delta_vix_t1
0.5970663310691152,0.564,0.563,0.665,kr_treasury_3y+dxy+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5970079795984319,0.547,0.597,0.647,vix+spread_10y_t1+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5969903453383477,0.585,0.591,0.616,kr_treasury_3y+kr_base_rate+us_fed_funds+delta_us10y_t1+crisis_dummy
0.5969864285481019,0.568,0.571,0.652,us_breakeven_10y+sp500+dxy+delta_us10y_t1+crisis_dummy
0.5968648339709172,0.581,0.576,0.634,kr_treasury_3y+kr_base_rate+sp500+delta_us10y_t1+crisis_dummy
0.5966483138061321,0.564,0.595,0.632,kr_treasury_3y+vix+dxy+delta_us10y_t1+crisis_dummy
0.5966357974853023,0.581,0.574,0.636,us_breakeven_10y+vix+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.596142560441644,0.534,0.597,0.658,us_breakeven_10y+vix+sp500+spread_10y_t1+delta_us10y_t1
0.5960887872635591,0.589,0.574,0.626,kr_treasury_3y+us_fed_funds+us_breakeven_10y+spread_10y_t1+delta_us10y_t1
0.5960487315553125,0.589,0.537,0.662,us_fed_funds+us_breakeven_10y+sp500+delta_us10y_t1+delta_dxy_t1
0.596041542069217,0.589,0.582,0.617,kr_treasury_3y+us_fed_funds+us_breakeven_10y+sp500+delta_us10y_t1
0.5959723106256287,0.581,0.563,0.645,kr_treasury_3y+us_treasury_10y+us_breakeven_10y+dxy+delta_us10y_t1
0.5959079708178585,0.525,0.608,0.655,vix+sp500+dxy+delta_us10y_t1+crisis_dummy
0.5958632323692737,0.576,0.588,0.623,us_fed_funds+us_breakeven_10y+sp500+delta_us10y_t1+crisis_dummy
0.5957884477875148,0.559,0.582,0.646,us_breakeven_10y+vix+spread_10y_t1+delta_us10y_t1+crisis_dummy
0.5957537189140026,0.542,0.612,0.633,kr_base_rate+dxy+spread_10y_t1+delta_us10y_t1+delta_vix_t1
0.595643230613159,0.572,0.591,0.624,us_treasury_10y+sp500+dxy+delta_us10y_t1+crisis_dummy
0.5954544761392272,0.597,0.546,0.643,us_fed_funds+us_breakeven_10y+dxy+delta_us10y_t1+delta_dxy_t1
0.5952233681067712,0.576,0.574,0.636,us_treasury_10y+dxy+spread_10y_t1+delta_us10y_t1+delta_dxy_t1
0.5952087802391004,0.572,0.582,0.632,us_breakeven_10y+dxy+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5951545718620991,0.597,0.557,0.632,kr_base_rate+us_fed_funds+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5951485835250123,0.559,0.567,0.659,kr_base_rate+us_breakeven_10y+vix+spread_10y_t1+delta_us10y_t1
0.5951048199219998,0.547,0.593,0.646,kr_base_rate+dxy+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.5950214358096569,0.564,0.584,0.637,dxy+delta_us10y_t1+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5948220102583001,0.602,0.567,0.616,kr_base_rate+us_fed_funds+vix+delta_us10y_t1+delta_dxy_t1
0.5947400361904456,0.585,0.606,0.594,kr_treasury_3y+us_fed_funds+sp500+delta_us10y_t1+crisis_dummy
0.5945084929590734,0.534,0.631,0.618,sp500+dxy+spread_10y_t1+delta_us10y_t1+crisis_dummy
0.594421627255401,0.564,0.606,0.614,us_breakeven_10y+vix+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.5943799351992296,0.572,0.601,0.61,kr_treasury_3y+kr_base_rate+vix+dxy+delta_us10y_t1
0.5940580446728553,0.564,0.584,0.634,us_breakeven_10y+dxy+spread_10y_t1+delta_us10y_t1+delta_vix_t1
0.5940293041364298,0.585,0.603,0.594,us_treasury_10y+sp500+dxy+spread_10y_t1+delta_us10y_t1
0.5939234985759247,0.564,0.565,0.653,kr_base_rate+us_breakeven_10y+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5938581839225823,0.572,0.565,0.645,us_breakeven_10y+delta_us10y_t1+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5938199734577404,0.568,0.578,0.636,kr_base_rate+vix+dxy+delta_us10y_t1+delta_dxy_t1
0.5937692466720687,0.581,0.569,0.632,us_fed_funds+us_breakeven_10y+vix+delta_us10y_t1+crisis_dummy
0.5937456240748976,0.581,0.574,0.627,us_fed_funds+spread_10y_t1+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5936652863549682,0.555,0.58,0.646,kr_treasury_3y+spread_10y_t1+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.593634700575138,0.581,0.55,0.65,us_fed_funds+vix+spread_10y_t1+delta_us10y_t1+delta_dxy_t1
0.593613149524808,0.602,0.525,0.655,us_treasury_10y+us_breakeven_10y+vix+dxy+delta_us10y_t1
0.5935784206512956,0.585,0.554,0.642,kr_base_rate+us_fed_funds+dxy+delta_us10y_t1+delta_dxy_t1
0.5935673143749544,0.568,0.58,0.633,us_treasury_10y+sp500+dxy+delta_us10y_t1+delta_dxy_t1
0.5933528657570104,0.572,0.569,0.639,us_breakeven_10y+spread_10y_t1+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.593318136883498,0.555,0.599,0.626,us_treasury_10y+sp500+dxy+delta_us10y_t1+delta_vix_t1
0.5931835907865673,0.555,0.58,0.645,kr_treasury_3y+kr_base_rate+dxy+delta_us10y_t1+delta_dxy_t1
0.5930237857445407,0.564,0.597,0.618,kr_treasury_3y+us_fed_funds+dxy+spread_10y_t1+delta_us10y_t1
0.5929404016321979,0.581,0.588,0.61,us_treasury_10y+us_fed_funds+sp500+dxy+delta_us10y_t1
0.5927534924016705,0.602,0.593,0.584,kr_treasury_3y+us_fed_funds+dxy+delta_us10y_t1+crisis_dummy
0.5927039667650077,0.576,0.55,0.652,kr_base_rate+sp500+dxy+delta_us10y_t1+crisis_dummy
0.5926400621561536,0.551,0.597,0.63,vix+dxy+spread_10y_t1+delta_us10y_t1+delta_dxy_t1
0.592610886420812,0.542,0.614,0.621,kr_treasury_3y+us_treasury_10y+sp500+spread_10y_t1+delta_us10y_t1
0.5926094763763236,0.576,0.567,0.634,kr_base_rate+us_breakeven_10y+dxy+delta_us10y_t1+crisis_dummy
0.5925497148611517,0.593,0.554,0.63,vix+spread_10y_t1+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5925386085848104,0.576,0.58,0.621,kr_treasury_3y+kr_base_rate+us_fed_funds+delta_us10y_t1+delta_dxy_t1
0.5925024696668096,0.593,0.563,0.621,kr_base_rate+us_fed_funds+us_breakeven_10y+delta_us10y_t1+delta_vix_t1
0.592411460869455,0.581,0.597,0.6,kr_treasury_3y+us_treasury_10y+sp500+delta_us10y_t1+delta_dxy_t1
0.5923551809456128,0.585,0.601,0.591,kr_treasury_3y+us_treasury_10y+us_fed_funds+delta_us10y_t1+crisis_dummy
0.5923241599668664,0.581,0.569,0.627,kr_treasury_3y+kr_base_rate+us_fed_funds+spread_10y_t1+delta_us10y_t1
0.5920182673526516,0.542,0.591,0.643,sp500+spread_10y_t1+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.592014785761322,0.555,0.574,0.647,vix+dxy+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.5919730937051506,0.564,0.569,0.643,kr_base_rate+us_fed_funds+us_breakeven_10y+dxy+delta_us10y_t1
0.5917621266785361,0.555,0.576,0.645,us_breakeven_10y+vix+dxy+delta_us10y_t1+delta_dxy_t1
0.591753527147952,0.589,0.574,0.613,kr_base_rate+us_breakeven_10y+sp500+delta_us10y_t1+crisis_dummy
0.5917510204021948,0.538,0.601,0.636,kr_base_rate+us_breakeven_10y+spread_10y_t1+delta_us10y_t1+crisis_dummy
0.5915967684983389,0.555,0.606,0.614,kr_base_rate+vix+sp500+dxy+delta_us10y_t1
0.5915425601213377,0.581,0.58,0.614,us_fed_funds+vix+dxy+delta_us10y_t1+delta_vix_t1
0.5914587408100785,0.568,0.569,0.637,kr_base_rate+delta_us10y_t1+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5914497060805785,0.572,0.565,0.637,us_fed_funds+dxy+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5914441529424077,0.564,0.578,0.633,kr_base_rate+spread_10y_t1+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5913186415749772,0.559,0.563,0.652,us_fed_funds+us_breakeven_10y+vix+dxy+delta_us10y_t1
0.591285984248306,0.564,0.563,0.647,kr_base_rate+us_breakeven_10y+dxy+delta_us10y_t1+delta_vix_t1
0.5912623616511349,0.564,0.567,0.643,kr_base_rate+us_treasury_10y+dxy+spread_10y_t1+delta_us10y_t1
0.591178977538792,0.581,0.559,0.634,kr_base_rate+us_fed_funds+us_breakeven_10y+delta_us10y_t1+delta_dxy_t1
0.590986079971178,0.564,0.574,0.636,vix+sp500+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5909538578434229,0.597,0.576,0.6,kr_treasury_3y+us_treasury_10y+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5909483047052523,0.589,0.588,0.595,us_treasury_10y+dxy+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5908605686037475,0.559,0.559,0.655,kr_base_rate+us_breakeven_10y+vix+delta_us10y_t1+delta_dxy_t1
0.590771631353234,0.568,0.563,0.642,us_breakeven_10y+vix+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5907028351085619,0.589,0.546,0.637,kr_treasury_3y+us_breakeven_10y+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.590662553096879,0.564,0.588,0.62,kr_treasury_3y+kr_base_rate+us_treasury_10y+dxy+delta_us10y_t1
0.5903772366874219,0.568,0.591,0.613,us_fed_funds+us_breakeven_10y+sp500+spread_10y_t1+delta_us10y_t1
0.5902843826466625,0.559,0.576,0.636,us_fed_funds+us_breakeven_10y+sp500+dxy+delta_us10y_t1
0.5902697947789917,0.555,0.584,0.632,us_breakeven_10y+vix+dxy+spread_10y_t1+delta_us10y_t1
0.5899793604302802,0.581,0.601,0.588,kr_treasury_3y+us_treasury_10y+us_breakeven_10y+sp500+delta_us10y_t1
0.5899534573907882,0.555,0.554,0.66,kr_base_rate+us_breakeven_10y+vix+sp500+delta_us10y_t1
0.5897468423533357,0.593,0.582,0.594,kr_treasury_3y+us_fed_funds+us_breakeven_10y+dxy+delta_us10y_t1
0.5896248125772349,0.576,0.584,0.608,kr_base_rate+us_fed_funds+vix+spread_10y_t1+delta_us10y_t1
0.5895826853221471,0.555,0.578,0.636,vix+sp500+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5894279982193749,0.542,0.58,0.646,kr_treasury_3y+kr_base_rate+dxy+delta_us10y_t1+delta_vix_t1
0.5893524476875235,0.593,0.61,0.565,kr_treasury_3y+us_treasury_10y+vix+spread_10y_t1+delta_us10y_t1
0.589049061819066,0.606,0.603,0.558,kr_base_rate+us_treasury_10y+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5890321935090743,0.576,0.561,0.63,us_breakeven_10y+vix+spread_10y_t1+delta_us10y_t1+delta_dxy_t1
0.5889175621145487,0.564,0.599,0.604,kr_treasury_3y+us_treasury_10y+sp500+delta_us10y_t1+delta_vix_t1
0.5888423423338736,0.517,0.591,0.659,sp500+dxy+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.5887232545024461,0.581,0.567,0.618,us_breakeven_10y+spread_10y_t1+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.588652386710933,0.581,0.58,0.605,us_breakeven_10y+sp500+spread_10y_t1+delta_us10y_t1+delta_dxy_t1
0.5885887084055155,0.581,0.548,0.637,kr_base_rate+us_fed_funds+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.5885166394649936,0.619,0.595,0.552,kr_base_rate+us_treasury_10y+us_breakeven_10y+delta_us10y_t1+crisis_dummy
0.5883997276281471,0.581,0.582,0.603,kr_base_rate+us_fed_funds+spread_10y_t1+delta_us10y_t1+crisis_dummy
0.5882797693988873,0.585,0.554,0.626,kr_base_rate+us_breakeven_10y+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5881994316789577,0.559,0.561,0.645,us_treasury_10y+us_fed_funds+us_breakeven_10y+dxy+delta_us10y_t1
0.5881577396227864,0.568,0.557,0.64,us_breakeven_10y+sp500+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5880852354833483,0.576,0.601,0.587,kr_treasury_3y+dxy+spread_10y_t1+delta_us10y_t1+crisis_dummy
0.5880813186931025,0.559,0.582,0.623,vix+delta_us10y_t1+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5880667308254317,0.555,0.591,0.618,kr_treasury_3y+dxy+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.5880542145046019,0.572,0.569,0.623,us_fed_funds+us_breakeven_10y+spread_10y_t1+delta_us10y_t1+delta_dxy_t1
0.5880160040397601,0.568,0.582,0.614,kr_base_rate+vix+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.5873013551954988,0.551,0.561,0.65,us_fed_funds+us_breakeven_10y+dxy+delta_us10y_t1+delta_vix_t1
0.5872455104705726,0.585,0.567,0.61,kr_base_rate+vix+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.586927101535528,0.564,0.567,0.63,kr_treasury_3y+us_fed_funds+us_breakeven_10y+delta_us10y_t1+crisis_dummy
0.5865312968252274,0.597,0.548,0.614,us_breakeven_10y+dxy+spread_10y_t1+delta_us10y_t1+delta_dxy_t1
0.586511155819386,0.585,0.569,0.605,kr_treasury_3y+us_treasury_10y+dxy+delta_us10y_t1+delta_dxy_t1
0.5864891695701396,0.576,0.542,0.642,kr_base_rate+us_fed_funds+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5863977255738689,0.534,0.574,0.652,us_breakeven_10y+vix+sp500+dxy+delta_us10y_t1
0.5863108598701966,0.564,0.548,0.647,us_breakeven_10y+dxy+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5862017816138415,0.559,0.574,0.626,us_treasury_10y+us_breakeven_10y+dxy+spread_10y_t1+delta_us10y_t1
0.5861038096338278,0.572,0.574,0.613,us_fed_funds+us_breakeven_10y+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5860475297099855,0.576,0.578,0.604,kr_treasury_3y+us_treasury_10y+vix+delta_us10y_t1+delta_vix_t1
0.5860033309080569,0.534,0.601,0.623,vix+dxy+spread_10y_t1+delta_us10y_t1+crisis_dummy
0.5859692635368972,0.572,0.554,0.632,us_fed_funds+us_breakeven_10y+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.5859331246188964,0.589,0.537,0.632,kr_base_rate+us_treasury_10y+us_breakeven_10y+dxy+delta_us10y_t1
0.5858129400862001,0.568,0.588,0.601,us_fed_funds+vix+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5856999450395993,0.547,0.595,0.616,us_breakeven_10y+sp500+spread_10y_t1+delta_us10y_t1+crisis_dummy
0.5856779587903531,0.538,0.567,0.652,kr_treasury_3y+us_breakeven_10y+dxy+delta_us10y_t1+delta_vix_t1
0.5855091190188263,0.551,0.58,0.626,kr_treasury_3y+us_breakeven_10y+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.5853006587379691,0.593,0.559,0.604,kr_base_rate+us_treasury_10y+dxy+delta_us10y_t1+delta_dxy_t1
0.5847678011849805,0.576,0.548,0.63,us_treasury_10y+us_breakeven_10y+dxy+delta_us10y_t1+crisis_dummy
0.5843041750755802,0.568,0.557,0.629,us_fed_funds+spread_10y_t1+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5842277541458963,0.559,0.582,0.611,kr_treasury_3y+us_treasury_10y+spread_10y_t1+delta_us10y_t1+crisis_dummy
0.5841439348346372,0.547,0.571,0.634,kr_treasury_3y+kr_base_rate+spread_10y_t1+delta_us10y_t1+delta_vix_t1
0.5837937389707539,0.589,0.576,0.587,us_treasury_10y+us_breakeven_10y+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5835135405005513,0.572,0.563,0.616,kr_treasury_3y+spread_10y_t1+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.5832136362234231,0.572,0.574,0.604,kr_treasury_3y+us_treasury_10y+us_fed_funds+us_breakeven_10y+delta_us10y_t1
0.5831645457856766,0.576,0.533,0.64,us_fed_funds+vix+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5824375895160651,0.581,0.571,0.595,kr_treasury_3y+us_treasury_10y+us_fed_funds+sp500+delta_us10y_t1
0.5822372935668757,0.559,0.55,0.637,us_fed_funds+us_breakeven_10y+vix+delta_us10y_t1+delta_dxy_t1
0.5822266224894507,0.572,0.578,0.597,kr_treasury_3y+us_treasury_10y+sp500+delta_us10y_t1+crisis_dummy
0.5820448311981777,0.572,0.567,0.607,kr_base_rate+sp500+spread_10y_t1+delta_us10y_t1+crisis_dummy
0.5819649286771645,0.576,0.576,0.594,kr_base_rate+us_fed_funds+vix+delta_us10y_t1+crisis_dummy
0.5819610118869187,0.559,0.557,0.63,kr_base_rate+us_breakeven_10y+spread_10y_t1+delta_us10y_t1+delta_dxy_t1
0.5815851218790232,0.581,0.595,0.569,us_fed_funds+vix+dxy+delta_us10y_t1+crisis_dummy
0.5815541009002768,0.576,0.563,0.605,kr_treasury_3y+kr_base_rate+us_fed_funds+us_breakeven_10y+delta_us10y_t1
0.5814485042352514,0.559,0.606,0.579,us_treasury_10y+us_breakeven_10y+dxy+delta_us10y_t1+delta_vix_t1
0.5811338031949728,0.551,0.544,0.649,kr_base_rate+us_breakeven_10y+dxy+delta_us10y_t1+delta_dxy_t1
0.5810904747908765,0.568,0.571,0.604,kr_treasury_3y+us_treasury_10y+us_fed_funds+spread_10y_t1+delta_us10y_t1
0.5810629354034597,0.551,0.557,0.636,kr_treasury_3y+sp500+dxy+delta_us10y_t1+delta_vix_t1
0.5809653986223621,0.593,0.559,0.591,us_treasury_10y+us_fed_funds+us_breakeven_10y+vix+delta_us10y_t1
0.5809103198475286,0.559,0.529,0.655,kr_base_rate+us_fed_funds+us_breakeven_10y+sp500+delta_us10y_t1
0.580855885167091,0.559,0.582,0.601,kr_treasury_3y+kr_base_rate+us_treasury_10y+sp500+delta_us10y_t1
0.5806178139519759,0.564,0.576,0.603,kr_treasury_3y+us_treasury_10y+us_fed_funds+delta_us10y_t1+delta_vix_t1
0.5799237413124723,0.589,0.535,0.616,kr_base_rate+vix+delta_us10y_t1+delta_dxy_t1+crisis_dummy
0.5797945220502757,0.572,0.582,0.585,kr_treasury_3y+kr_base_rate+us_treasury_10y+spread_10y_t1+delta_us10y_t1
0.5797926768068711,0.576,0.533,0.63,us_fed_funds+delta_us10y_t1+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5797854873207755,0.576,0.578,0.585,kr_base_rate+us_treasury_10y+us_breakeven_10y+spread_10y_t1+delta_us10y_t1
0.5793308959408753,0.564,0.591,0.584,us_treasury_10y+us_fed_funds+us_breakeven_10y+spread_10y_t1+delta_us10y_t1
0.5791491046496026,0.564,0.58,0.594,kr_treasury_3y+us_treasury_10y+us_fed_funds+dxy+delta_us10y_t1
0.5791439867103482,0.585,0.595,0.558,us_treasury_10y+us_fed_funds+spread_10y_t1+delta_us10y_t1+delta_vix_t1
0.5790708384765141,0.559,0.557,0.621,kr_treasury_3y+us_treasury_10y+spread_10y_t1+delta_us10y_t1+delta_vix_t1
0.578963396568084,0.547,0.55,0.64,kr_treasury_3y+us_breakeven_10y+dxy+delta_us10y_t1+delta_dxy_t1
0.5789325844848174,0.547,0.599,0.591,us_treasury_10y+us_fed_funds+dxy+delta_us10y_t1+delta_vix_t1
0.5788964455668167,0.564,0.582,0.591,us_treasury_10y+vix+dxy+delta_us10y_t1+delta_dxy_t1
0.5785182751166001,0.559,0.569,0.607,kr_treasury_3y+us_fed_funds+sp500+delta_us10y_t1+delta_vix_t1
0.5784418541869165,0.551,0.595,0.59,us_treasury_10y+dxy+spread_10y_t1+delta_us10y_t1+delta_vix_t1
0.5780616121898591,0.525,0.612,0.597,us_treasury_10y+vix+dxy+delta_us10y_t1+crisis_dummy
0.578053012659275,0.559,0.61,0.565,us_treasury_10y+vix+dxy+delta_us10y_t1+delta_vix_t1
0.5767917887921865,0.581,0.591,0.559,kr_treasury_3y+kr_base_rate+us_treasury_10y+us_fed_funds+delta_us10y_t1
0.5767895083498656,0.555,0.539,0.636,kr_base_rate+us_breakeven_10y+vix+dxy+delta_us10y_t1
0.5763302342296273,0.593,0.569,0.566,kr_treasury_3y+us_treasury_10y+us_fed_funds+delta_us10y_t1+delta_dxy_t1
0.5761373366620132,0.576,0.584,0.568,us_treasury_10y+us_breakeven_10y+sp500+delta_us10y_t1+delta_dxy_t1
0.5760247768143286,0.585,0.593,0.551,kr_base_rate+us_treasury_10y+spread_10y_t1+delta_us10y_t1+delta_vix_t1
0.5759298512267282,0.555,0.608,0.565,us_treasury_10y+vix+spread_10y_t1+delta_us10y_t1+delta_dxy_t1
0.575789751991627,0.547,0.601,0.579,us_treasury_10y+us_breakeven_10y+sp500+spread_10y_t1+delta_us10y_t1
0.5749303211719259,0.572,0.591,0.562,us_treasury_10y+sp500+spread_10y_t1+delta_us10y_t1+delta_dxy_t1
0.5746119122368814,0.551,0.591,0.582,kr_base_rate+us_treasury_10y+us_fed_funds+spread_10y_t1+delta_us10y_t1
0.5743592531540954,0.551,0.593,0.579,kr_base_rate+us_treasury_10y+vix+spread_10y_t1+delta_us10y_t1
0.574225142256081,0.581,0.576,0.566,us_treasury_10y+us_breakeven_10y+spread_10y_t1+delta_us10y_t1+delta_dxy_t1
0.5741362050055674,0.589,0.58,0.553,kr_base_rate+us_treasury_10y+us_fed_funds+us_breakeven_10y+delta_us10y_t1
0.5740079236214847,0.5,0.618,0.604,kr_treasury_3y+sp500+dxy+spread_10y_t1+delta_dxy_t1
0.5738925806522817,0.585,0.586,0.551,us_treasury_10y+us_fed_funds+spread_10y_t1+delta_us10y_t1+crisis_dummy
0.5737800208045972,0.593,0.595,0.533,kr_base_rate+us_treasury_10y+spread_10y_t1+delta_us10y_t1+delta_dxy_t1
0.5735178917933949,0.568,0.591,0.562,us_treasury_10y+vix+sp500+delta_us10y_t1+crisis_dummy
0.5731126171546778,0.576,0.565,0.578,kr_treasury_3y+us_treasury_10y+dxy+delta_us10y_t1+crisis_dummy
0.5730834414193361,0.568,0.582,0.569,kr_base_rate+us_treasury_10y+sp500+dxy+delta_us10y_t1
0.572750616544642,0.538,0.618,0.562,kr_treasury_3y+us_treasury_10y+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5723722741664043,0.538,0.578,0.601,kr_base_rate+us_fed_funds+dxy+delta_us10y_t1+crisis_dummy
0.5720126083741045,0.555,0.576,0.585,us_treasury_10y+us_breakeven_10y+vix+sp500+delta_us10y_t1
0.5717599492913186,0.555,0.578,0.582,us_treasury_10y+vix+sp500+spread_10y_t1+delta_us10y_t1
0.5716219216030584,0.568,0.542,0.605,kr_treasury_3y+us_treasury_10y+us_breakeven_10y+delta_us10y_t1+delta_vix_t1
0.5714690797436908,0.551,0.593,0.571,us_treasury_10y+us_fed_funds+vix+delta_us10y_t1+crisis_dummy
0.5712219737990756,0.559,0.582,0.572,us_treasury_10y+spread_10y_t1+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.5704876191478888,0.559,0.584,0.568,us_treasury_10y+us_breakeven_10y+vix+spread_10y_t1+delta_us10y_t1
0.5701224002174184,0.568,0.595,0.548,us_treasury_10y+us_fed_funds+vix+delta_us10y_t1+delta_dxy_t1
0.5698422017472157,0.551,0.582,0.577,us_treasury_10y+dxy+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.569302381011568,0.559,0.537,0.611,kr_treasury_3y+us_breakeven_10y+sp500+dxy+delta_us10y_t1
0.5692444647398008,0.572,0.574,0.562,us_treasury_10y+us_fed_funds+sp500+delta_us10y_t1+delta_vix_t1
0.5689028684065014,0.581,0.58,0.546,us_treasury_10y+sp500+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.568777357039071,0.576,0.565,0.565,us_treasury_10y+us_breakeven_10y+vix+delta_us10y_t1+delta_dxy_t1
0.5686025289304573,0.551,0.588,0.566,us_treasury_10y+us_fed_funds+vix+spread_10y_t1+delta_us10y_t1
0.5685281795476146,0.564,0.584,0.558,us_treasury_10y+spread_10y_t1+delta_us10y_t1+delta_vix_t1+crisis_dummy
0.5684813695521886,0.593,0.595,0.517,kr_base_rate+us_treasury_10y+vix+delta_us10y_t1+delta_vix_t1
0.5682681220832534,0.559,0.55,0.595,kr_base_rate+us_treasury_10y+us_fed_funds+delta_us10y_t1+crisis_dummy
0.5677229571049148,0.564,0.599,0.54,kr_base_rate+us_treasury_10y+spread_10y_t1+delta_us10y_t1+crisis_dummy
0.5671504790425957,0.576,0.554,0.571,us_treasury_10y+dxy+delta_us10y_t1+delta_vix_t1+delta_dxy_t1
0.56692840573964,0.551,0.586,0.564,us_treasury_10y+us_fed_funds+sp500+delta_us10y_t1+delta_dxy_t1
0.5666013972740115,0.564,0.584,0.552,us_treasury_10y+us_fed_funds+us_breakeven_10y+delta_us10y_t1+delta_dxy_t1
0.5663702892415555,0.542,0.612,0.545,us_treasury_10y+vix+sp500+delta_us10y_t1+delta_vix_t1
0.5662412962827954,0.551,0.58,0.568,kr_base_rate+us_treasury_10y+vix+delta_us10y_t1+delta_dxy_t1
0.5661463706951951,0.521,0.595,0.582,kr_base_rate+us_treasury_10y+dxy+delta_us10y_t1+delta_vix_t1
