tau_bp,n_trades,days_in_market,ret_nocost,ret_1bp,ret_1bp_tax,buy_hold
0.0,330,683,0.3539820791397008,0.2676327522728985,0.1308122718082496,0.11651573307976171
0.1619414016604423,446,512,0.3256797068927737,0.24524637761575097,0.12256407933014257,0.11651573307976171
0.409646213054657,421,341,0.31829595332980776,0.25378005150578753,0.15720467254677573,0.11651573307976171
0.5324707627296448,371,273,0.34747548992359345,0.2915661981761899,0.20125331835868554,0.11651573307976171
0.6938264250755308,310,205,0.2843682103475593,0.24195438953690807,0.1718433843740499,0.11651573307976171
0.965256416797638,222,137,0.1918722901308889,0.16432265864222062,0.11698624105175615,0.11651573307976171
1.2262382268905643,127,69,0.06029806703880447,0.04681811221630894,0.02793780297431736,0.11651573307976171
