seed,dir_acc_pooled,dir_ci_lo,dir_ci_hi,DM_HLN,p_value,nw_lag,bonf_alpha_0.0167
42,0.6163206871868289,0.5926986399427344,0.6413743736578382,-8.602406020975652,0.0,7,OK
123,0.6163206871868289,0.5926807444523979,0.6420901932712957,-8.602406020975652,0.0,7,OK
2024,0.6163206871868289,0.5926986399427344,0.6406764495347171,-8.602406020975652,0.0,7,OK
